Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,normal,0.05,40,0,MINMIN,560.1099999999999,0, 8, 21, 17, 13, 18, 2, 0, 0, 11, 3, 7, 9, 0, 0, 46, 0, 11, 0, 4, 20, 0, 8, 5, 0, 0, 2,{c5.2xlarge=0; c5.xlarge=8; c5a.2xlarge=21; c5a.xlarge=17; d3.2xlarge=13; d3.xlarge=18; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=11; m5.large=3; m5.xlarge=7; m5a.2xlarge=9; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=46; m5zn.large=0; m5zn.xlarge=11; r5.2xlarge=0; r5.large=4; r5.xlarge=20; r5a.2xlarge=0; r5a.large=8; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.05,40,55,TEXTDISTANCE,348.37999999999977,19, 10, 7, 0, 6, 0, 0, 9, 4, 27, 0, 14, 0, 6, 6, 0, 14, 13, 7, 6, 19, 8, 5, 3, 11, 6, 5,{c5.2xlarge=19; c5.xlarge=10; c5a.2xlarge=7; c5a.xlarge=0; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=0; i3.large=9; i3.xlarge=4; m5.2xlarge=27; m5.large=0; m5.xlarge=14; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=6; m5zn.2xlarge=0; m5zn.large=14; m5zn.xlarge=13; r5.2xlarge=7; r5.large=6; r5.xlarge=19; r5a.2xlarge=8; r5a.large=5; r5a.xlarge=3; z1d.2xlarge=11; z1d.large=6; z1d.xlarge=5},{c5.2xlarge=4; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=4; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,normal,0.05,40,55,CRITICALPATH,328.4599999999999,20, 10, 8, 0, 9, 0, 0, 6, 7, 7, 0, 6, 0, 7, 7, 0, 28, 14, 9, 10, 6, 13, 1, 7, 4, 18, 9,{c5.2xlarge=20; c5.xlarge=10; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=9; d3.xlarge=0; i3.2xlarge=0; i3.large=6; i3.xlarge=7; m5.2xlarge=7; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=7; m5a.xlarge=7; m5zn.2xlarge=0; m5zn.large=28; m5zn.xlarge=14; r5.2xlarge=9; r5.large=10; r5.xlarge=6; r5a.2xlarge=13; r5a.large=1; r5a.xlarge=7; z1d.2xlarge=4; z1d.large=18; z1d.xlarge=9},{c5.2xlarge=4; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=4; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,normal,0.05,40,55,CRITICALPATHREVERSE,563.1099999999999,27, 11, 9, 0, 8, 0, 0, 5, 3, 10, 0, 4, 0, 9, 8, 0, 21, 12, 6, 11, 12, 0, 4, 6, 11, 22, 6,{c5.2xlarge=27; c5.xlarge=11; c5a.2xlarge=9; c5a.xlarge=0; d3.2xlarge=8; d3.xlarge=0; i3.2xlarge=0; i3.large=5; i3.xlarge=3; m5.2xlarge=10; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=9; m5a.xlarge=8; m5zn.2xlarge=0; m5zn.large=21; m5zn.xlarge=12; r5.2xlarge=6; r5.large=11; r5.xlarge=12; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=6; z1d.2xlarge=11; z1d.large=22; z1d.xlarge=6},{c5.2xlarge=4; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=4; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,normal,0.05,40,55,RESHIV2,353.71999999999997,27, 7, 10, 0, 7, 0, 0, 10, 5, 5, 0, 9, 0, 8, 8, 0, 22, 10, 6, 10, 9, 10, 6, 5, 8, 17, 6,{c5.2xlarge=27; c5.xlarge=7; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=7; d3.xlarge=0; i3.2xlarge=0; i3.large=10; i3.xlarge=5; m5.2xlarge=5; m5.large=0; m5.xlarge=9; m5a.2xlarge=0; m5a.large=8; m5a.xlarge=8; m5zn.2xlarge=0; m5zn.large=22; m5zn.xlarge=10; r5.2xlarge=6; r5.large=10; r5.xlarge=9; r5a.2xlarge=10; r5a.large=6; r5a.xlarge=5; z1d.2xlarge=8; z1d.large=17; z1d.xlarge=6},{c5.2xlarge=4; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=4; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,normal,0.05,40,55,RESHIV3,562.6299999999999,24, 13, 8, 0, 11, 0, 0, 9, 8, 5, 0, 5, 0, 4, 5, 0, 23, 8, 9, 7, 8, 7, 6, 8, 9, 21, 7,{c5.2xlarge=24; c5.xlarge=13; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=11; d3.xlarge=0; i3.2xlarge=0; i3.large=9; i3.xlarge=8; m5.2xlarge=5; m5.large=0; m5.xlarge=5; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=5; m5zn.2xlarge=0; m5zn.large=23; m5zn.xlarge=8; r5.2xlarge=9; r5.large=7; r5.xlarge=8; r5a.2xlarge=7; r5a.large=6; r5a.xlarge=8; z1d.2xlarge=9; z1d.large=21; z1d.xlarge=7},{c5.2xlarge=4; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=4; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,normal,0.05,40,55,RESHIMAX,552.3,24, 17, 5, 0, 4, 0, 0, 6, 6, 9, 0, 9, 0, 4, 6, 0, 26, 11, 4, 8, 10, 12, 6, 7, 6, 18, 7,{c5.2xlarge=24; c5.xlarge=17; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=0; i3.large=6; i3.xlarge=6; m5.2xlarge=9; m5.large=0; m5.xlarge=9; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=6; m5zn.2xlarge=0; m5zn.large=26; m5zn.xlarge=11; r5.2xlarge=4; r5.large=8; r5.xlarge=10; r5a.2xlarge=12; r5a.large=6; r5a.xlarge=7; z1d.2xlarge=6; z1d.large=18; z1d.xlarge=7},{c5.2xlarge=4; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=4; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,normal,0.05,40,55,RESHIFCFS,562.6199999999999,26, 10, 14, 0, 7, 0, 0, 3, 8, 11, 0, 9, 0, 5, 3, 0, 26, 11, 7, 8, 8, 9, 4, 3, 7, 17, 9,{c5.2xlarge=26; c5.xlarge=10; c5a.2xlarge=14; c5a.xlarge=0; d3.2xlarge=7; d3.xlarge=0; i3.2xlarge=0; i3.large=3; i3.xlarge=8; m5.2xlarge=11; m5.large=0; m5.xlarge=9; m5a.2xlarge=0; m5a.large=5; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=26; m5zn.xlarge=11; r5.2xlarge=7; r5.large=8; r5.xlarge=8; r5a.2xlarge=9; r5a.large=4; r5a.xlarge=3; z1d.2xlarge=7; z1d.large=17; z1d.xlarge=9},{c5.2xlarge=4; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=4; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,normal,0.05,40,56,MINMIN,535.5999999999999,7, 0, 4, 23, 20, 2, 3, 0, 0, 0, 4, 16, 3, 10, 0, 29, 14, 18, 5, 5, 33, 0, 6, 4, 0, 0, 0,{c5.2xlarge=7; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=23; d3.2xlarge=20; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=4; m5.xlarge=16; m5a.2xlarge=3; m5a.large=10; m5a.xlarge=0; m5zn.2xlarge=29; m5zn.large=14; m5zn.xlarge=18; r5.2xlarge=5; r5.large=5; r5.xlarge=33; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=2; m5.xlarge=4; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,normal,0.05,40,56,MAXMIN,540.8499999999999,7, 0, 6, 22, 9, 3, 2, 0, 0, 0, 9, 19, 6, 15, 0, 24, 4, 18, 10, 12, 24, 1, 7, 7, 0, 0, 0,{c5.2xlarge=7; c5.xlarge=0; c5a.2xlarge=6; c5a.xlarge=22; d3.2xlarge=9; d3.xlarge=3; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=9; m5.xlarge=19; m5a.2xlarge=6; m5a.large=15; m5a.xlarge=0; m5zn.2xlarge=24; m5zn.large=4; m5zn.xlarge=18; r5.2xlarge=10; r5.large=12; r5.xlarge=24; r5a.2xlarge=1; r5a.large=7; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=2; m5.xlarge=4; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,normal,0.05,40,56,MCT,649.86,9, 0, 7, 31, 2, 3, 3, 0, 0, 0, 9, 29, 3, 9, 0, 24, 13, 12, 4, 4, 34, 0, 5, 5, 0, 0, 0,{c5.2xlarge=9; c5.xlarge=0; c5a.2xlarge=7; c5a.xlarge=31; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=9; m5.xlarge=29; m5a.2xlarge=3; m5a.large=9; m5a.xlarge=0; m5zn.2xlarge=24; m5zn.large=13; m5zn.xlarge=12; r5.2xlarge=4; r5.large=4; r5.xlarge=34; r5a.2xlarge=0; r5a.large=5; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=2; m5.xlarge=4; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,normal,0.05,40,56,ROUNDROBIN,558.8899999999998,0, 0, 2, 13, 22, 4, 2, 4, 0, 0, 0, 31, 2, 17, 0, 59, 0, 2, 0, 9, 22, 9, 2, 6, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=13; d3.2xlarge=22; d3.xlarge=4; i3.2xlarge=2; i3.large=4; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=31; m5a.2xlarge=2; m5a.large=17; m5a.xlarge=0; m5zn.2xlarge=59; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=0; r5.large=9; r5.xlarge=22; r5a.2xlarge=9; r5a.large=2; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=2; m5.xlarge=4; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,normal,0.05,40,56,STATIC,649.8399999999998,9, 0, 4, 14, 4, 2, 1, 0, 0, 0, 4, 11, 4, 3, 0, 90, 9, 18, 7, 4, 19, 0, 2, 0, 0, 0, 0,{c5.2xlarge=9; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=14; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=4; m5.xlarge=11; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=90; m5zn.large=9; m5zn.xlarge=18; r5.2xlarge=7; r5.large=4; r5.xlarge=19; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=2; m5.xlarge=4; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,normal,0.05,40,56,NOML,339.76999999999987,8, 0, 4, 10, 10, 11, 6, 8, 7, 0, 11, 12, 9, 7, 0, 20, 8, 18, 11, 10, 10, 8, 7, 11, 0, 0, 0,{c5.2xlarge=8; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=10; d3.2xlarge=10; d3.xlarge=11; i3.2xlarge=6; i3.large=8; i3.xlarge=7; m5.2xlarge=0; m5.large=11; m5.xlarge=12; m5a.2xlarge=9; m5a.large=7; m5a.xlarge=0; m5zn.2xlarge=20; m5zn.large=8; m5zn.xlarge=18; r5.2xlarge=11; r5.large=10; r5.xlarge=10; r5a.2xlarge=8; r5a.large=7; r5a.xlarge=11; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=2; m5.xlarge=4; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,normal,0.05,40,56,CUSTOMCLUSTERNOML,337.59999999999997,7, 0, 10, 16, 12, 4, 8, 5, 9, 0, 9, 19, 10, 8, 0, 15, 8, 12, 15, 12, 8, 6, 7, 5, 0, 0, 0,{c5.2xlarge=7; c5.xlarge=0; c5a.2xlarge=10; c5a.xlarge=16; d3.2xlarge=12; d3.xlarge=4; i3.2xlarge=8; i3.large=5; i3.xlarge=9; m5.2xlarge=0; m5.large=9; m5.xlarge=19; m5a.2xlarge=10; m5a.large=8; m5a.xlarge=0; m5zn.2xlarge=15; m5zn.large=8; m5zn.xlarge=12; r5.2xlarge=15; r5.large=12; r5.xlarge=8; r5a.2xlarge=6; r5a.large=7; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=2; m5.xlarge=4; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,normal,0.05,40,56,TEXTDISTANCE,351.68999999999994,13, 0, 5, 13, 7, 8, 4, 8, 7, 0, 16, 19, 12, 3, 0, 14, 6, 16, 7, 9, 14, 9, 10, 5, 0, 0, 0,{c5.2xlarge=13; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=13; d3.2xlarge=7; d3.xlarge=8; i3.2xlarge=4; i3.large=8; i3.xlarge=7; m5.2xlarge=0; m5.large=16; m5.xlarge=19; m5a.2xlarge=12; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=14; m5zn.large=6; m5zn.xlarge=16; r5.2xlarge=7; r5.large=9; r5.xlarge=14; r5a.2xlarge=9; r5a.large=10; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=2; m5.xlarge=4; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,normal,0.05,40,56,CRITICALPATH,330.71,5, 0, 4, 14, 4, 11, 6, 7, 8, 0, 14, 12, 6, 7, 0, 22, 13, 16, 12, 12, 7, 8, 8, 9, 0, 0, 0,{c5.2xlarge=5; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=14; d3.2xlarge=4; d3.xlarge=11; i3.2xlarge=6; i3.large=7; i3.xlarge=8; m5.2xlarge=0; m5.large=14; m5.xlarge=12; m5a.2xlarge=6; m5a.large=7; m5a.xlarge=0; m5zn.2xlarge=22; m5zn.large=13; m5zn.xlarge=16; r5.2xlarge=12; r5.large=12; r5.xlarge=7; r5a.2xlarge=8; r5a.large=8; r5a.xlarge=9; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=2; m5.xlarge=4; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,normal,0.05,40,56,CRITICALPATHREVERSE,658.0899999999999,9, 0, 14, 17, 5, 4, 10, 7, 7, 0, 7, 9, 11, 6, 0, 16, 10, 17, 4, 15, 10, 9, 8, 10, 0, 0, 0,{c5.2xlarge=9; c5.xlarge=0; c5a.2xlarge=14; c5a.xlarge=17; d3.2xlarge=5; d3.xlarge=4; i3.2xlarge=10; i3.large=7; i3.xlarge=7; m5.2xlarge=0; m5.large=7; m5.xlarge=9; m5a.2xlarge=11; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=16; m5zn.large=10; m5zn.xlarge=17; r5.2xlarge=4; r5.large=15; r5.xlarge=10; r5a.2xlarge=9; r5a.large=8; r5a.xlarge=10; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=2; m5.xlarge=4; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,normal,0.05,40,56,RESHIV2,445.5499999999998,10, 0, 12, 15, 3, 6, 3, 3, 8, 0, 14, 13, 9, 8, 0, 15, 15, 15, 11, 12, 8, 10, 10, 5, 0, 0, 0,{c5.2xlarge=10; c5.xlarge=0; c5a.2xlarge=12; c5a.xlarge=15; d3.2xlarge=3; d3.xlarge=6; i3.2xlarge=3; i3.large=3; i3.xlarge=8; m5.2xlarge=0; m5.large=14; m5.xlarge=13; m5a.2xlarge=9; m5a.large=8; m5a.xlarge=0; m5zn.2xlarge=15; m5zn.large=15; m5zn.xlarge=15; r5.2xlarge=11; r5.large=12; r5.xlarge=8; r5a.2xlarge=10; r5a.large=10; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=2; m5.xlarge=4; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,normal,0.05,40,56,RESHIV3,447.8999999999999,12, 0, 7, 18, 4, 6, 4, 10, 9, 0, 12, 14, 8, 9, 0, 12, 13, 15, 8, 12, 11, 6, 9, 7, 0, 0, 0,{c5.2xlarge=12; c5.xlarge=0; c5a.2xlarge=7; c5a.xlarge=18; d3.2xlarge=4; d3.xlarge=6; i3.2xlarge=4; i3.large=10; i3.xlarge=9; m5.2xlarge=0; m5.large=12; m5.xlarge=14; m5a.2xlarge=8; m5a.large=9; m5a.xlarge=0; m5zn.2xlarge=12; m5zn.large=13; m5zn.xlarge=15; r5.2xlarge=8; r5.large=12; r5.xlarge=11; r5a.2xlarge=6; r5a.large=9; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=2; m5.xlarge=4; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
