Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,normal,0.1,40,0,MINMIN,537.2599999999999,0, 13, 20, 18, 12, 15, 2, 0, 0, 11, 4, 8, 21, 0, 0, 42, 0, 11, 0, 3, 11, 1, 7, 5, 0, 0, 2,{c5.2xlarge=0; c5.xlarge=13; c5a.2xlarge=20; c5a.xlarge=18; d3.2xlarge=12; d3.xlarge=15; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=11; m5.large=4; m5.xlarge=8; m5a.2xlarge=21; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=42; m5zn.large=0; m5zn.xlarge=11; r5.2xlarge=0; r5.large=3; r5.xlarge=11; r5a.2xlarge=1; r5a.large=7; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.1,40,53,CRITICALPATHREVERSE,386.63999999999993,9, 8, 0, 10, 5, 4, 4, 0, 0, 7, 6, 4, 4, 4, 7, 9, 21, 17, 10, 9, 7, 15, 10, 0, 8, 12, 16,{c5.2xlarge=9; c5.xlarge=8; c5a.2xlarge=0; c5a.xlarge=10; d3.2xlarge=5; d3.xlarge=4; i3.2xlarge=4; i3.large=0; i3.xlarge=0; m5.2xlarge=7; m5.large=6; m5.xlarge=4; m5a.2xlarge=4; m5a.large=4; m5a.xlarge=7; m5zn.2xlarge=9; m5zn.large=21; m5zn.xlarge=17; r5.2xlarge=10; r5.large=9; r5.xlarge=7; r5a.2xlarge=15; r5a.large=10; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=12; z1d.xlarge=16},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.1,40,53,RESHIV2,354.41999999999985,9, 9, 0, 13, 9, 6, 12, 0, 0, 5, 6, 8, 10, 9, 7, 13, 18, 13, 7, 9, 6, 5, 5, 0, 3, 10, 14,{c5.2xlarge=9; c5.xlarge=9; c5a.2xlarge=0; c5a.xlarge=13; d3.2xlarge=9; d3.xlarge=6; i3.2xlarge=12; i3.large=0; i3.xlarge=0; m5.2xlarge=5; m5.large=6; m5.xlarge=8; m5a.2xlarge=10; m5a.large=9; m5a.xlarge=7; m5zn.2xlarge=13; m5zn.large=18; m5zn.xlarge=13; r5.2xlarge=7; r5.large=9; r5.xlarge=6; r5a.2xlarge=5; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=10; z1d.xlarge=14},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.1,40,53,RESHIV3,350.39,3, 15, 0, 8, 9, 12, 4, 0, 0, 6, 9, 3, 5, 5, 4, 11, 16, 21, 12, 11, 4, 4, 7, 0, 5, 17, 14,{c5.2xlarge=3; c5.xlarge=15; c5a.2xlarge=0; c5a.xlarge=8; d3.2xlarge=9; d3.xlarge=12; i3.2xlarge=4; i3.large=0; i3.xlarge=0; m5.2xlarge=6; m5.large=9; m5.xlarge=3; m5a.2xlarge=5; m5a.large=5; m5a.xlarge=4; m5zn.2xlarge=11; m5zn.large=16; m5zn.xlarge=21; r5.2xlarge=12; r5.large=11; r5.xlarge=4; r5a.2xlarge=4; r5a.large=7; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=17; z1d.xlarge=14},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.1,40,53,RESHIMAX,353.3899999999999,9, 17, 0, 10, 9, 4, 7, 0, 0, 6, 10, 8, 9, 4, 9, 7, 15, 15, 7, 8, 4, 7, 6, 0, 7, 11, 16,{c5.2xlarge=9; c5.xlarge=17; c5a.2xlarge=0; c5a.xlarge=10; d3.2xlarge=9; d3.xlarge=4; i3.2xlarge=7; i3.large=0; i3.xlarge=0; m5.2xlarge=6; m5.large=10; m5.xlarge=8; m5a.2xlarge=9; m5a.large=4; m5a.xlarge=9; m5zn.2xlarge=7; m5zn.large=15; m5zn.xlarge=15; r5.2xlarge=7; r5.large=8; r5.xlarge=4; r5a.2xlarge=7; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=7; z1d.large=11; z1d.xlarge=16},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.1,40,53,RESHIFCFS,353.16999999999996,6, 7, 0, 9, 11, 3, 4, 0, 0, 8, 12, 7, 4, 4, 5, 16, 24, 16, 6, 8, 7, 4, 6, 0, 7, 16, 15,{c5.2xlarge=6; c5.xlarge=7; c5a.2xlarge=0; c5a.xlarge=9; d3.2xlarge=11; d3.xlarge=3; i3.2xlarge=4; i3.large=0; i3.xlarge=0; m5.2xlarge=8; m5.large=12; m5.xlarge=7; m5a.2xlarge=4; m5a.large=4; m5a.xlarge=5; m5zn.2xlarge=16; m5zn.large=24; m5zn.xlarge=16; r5.2xlarge=6; r5.large=8; r5.xlarge=7; r5a.2xlarge=4; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=7; z1d.large=16; z1d.xlarge=15},{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=3}
viralrecon,normal,0.1,40,54,MINMIN,574.2099999999999,30, 26, 17, 0, 5, 1, 1, 8, 3, 2, 0, 7, 0, 5, 0, 12, 12, 0, 0, 7, 0, 0, 0, 35, 11, 10, 14,{c5.2xlarge=30; c5.xlarge=26; c5a.2xlarge=17; c5a.xlarge=0; d3.2xlarge=5; d3.xlarge=1; i3.2xlarge=1; i3.large=8; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=7; m5a.2xlarge=0; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=12; m5zn.large=12; m5zn.xlarge=0; r5.2xlarge=0; r5.large=7; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=35; z1d.2xlarge=11; z1d.large=10; z1d.xlarge=14},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.1,40,54,MAXMIN,572.71,25, 26, 13, 0, 11, 4, 2, 4, 5, 1, 0, 10, 0, 6, 0, 3, 5, 0, 0, 8, 0, 0, 0, 27, 22, 13, 20,{c5.2xlarge=25; c5.xlarge=26; c5a.2xlarge=13; c5a.xlarge=0; d3.2xlarge=11; d3.xlarge=4; i3.2xlarge=2; i3.large=4; i3.xlarge=5; m5.2xlarge=1; m5.large=0; m5.xlarge=10; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=5; m5zn.xlarge=0; r5.2xlarge=0; r5.large=8; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=27; z1d.2xlarge=22; z1d.large=13; z1d.xlarge=20},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.1,40,54,MCT,574.86,23, 18, 15, 0, 9, 4, 0, 6, 3, 3, 0, 6, 0, 5, 0, 9, 16, 0, 0, 9, 0, 0, 0, 39, 9, 15, 17,{c5.2xlarge=23; c5.xlarge=18; c5a.2xlarge=15; c5a.xlarge=0; d3.2xlarge=9; d3.xlarge=4; i3.2xlarge=0; i3.large=6; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=16; m5zn.xlarge=0; r5.2xlarge=0; r5.large=9; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=39; z1d.2xlarge=9; z1d.large=15; z1d.xlarge=17},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.1,40,54,ROUNDROBIN,589.6399999999998,6, 27, 10, 0, 10, 0, 0, 5, 2, 0, 0, 9, 0, 0, 0, 3, 0, 0, 0, 12, 0, 0, 0, 33, 71, 12, 5,{c5.2xlarge=6; c5.xlarge=27; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=10; d3.xlarge=0; i3.2xlarge=0; i3.large=5; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=9; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=12; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=33; z1d.2xlarge=71; z1d.large=12; z1d.xlarge=5},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.1,40,54,STATIC,547.1999999999998,30, 17, 8, 0, 2, 4, 1, 0, 3, 3, 0, 3, 0, 3, 0, 6, 31, 0, 0, 5, 0, 0, 0, 15, 53, 10, 11,{c5.2xlarge=30; c5.xlarge=17; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=4; i3.2xlarge=1; i3.large=0; i3.xlarge=3; m5.2xlarge=3; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=31; m5zn.xlarge=0; r5.2xlarge=0; r5.large=5; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=15; z1d.2xlarge=53; z1d.large=10; z1d.xlarge=11},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.1,40,54,NOML,380.8799999999999,12, 35, 10, 0, 7, 8, 9, 11, 7, 7, 0, 20, 0, 8, 0, 10, 8, 0, 0, 9, 0, 2, 0, 4, 18, 9, 12,{c5.2xlarge=12; c5.xlarge=35; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=7; d3.xlarge=8; i3.2xlarge=9; i3.large=11; i3.xlarge=7; m5.2xlarge=7; m5.large=0; m5.xlarge=20; m5a.2xlarge=0; m5a.large=8; m5a.xlarge=0; m5zn.2xlarge=10; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=0; r5.large=9; r5.xlarge=0; r5a.2xlarge=2; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=18; z1d.large=9; z1d.xlarge=12},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.1,40,54,CUSTOMCLUSTERNOML,342.8099999999999,8, 25, 13, 0, 21, 10, 8, 3, 10, 8, 0, 13, 0, 7, 0, 5, 6, 0, 0, 5, 0, 9, 0, 10, 17, 11, 16,{c5.2xlarge=8; c5.xlarge=25; c5a.2xlarge=13; c5a.xlarge=0; d3.2xlarge=21; d3.xlarge=10; i3.2xlarge=8; i3.large=3; i3.xlarge=10; m5.2xlarge=8; m5.large=0; m5.xlarge=13; m5a.2xlarge=0; m5a.large=7; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=6; m5zn.xlarge=0; r5.2xlarge=0; r5.large=5; r5.xlarge=0; r5a.2xlarge=9; r5a.large=0; r5a.xlarge=10; z1d.2xlarge=17; z1d.large=11; z1d.xlarge=16},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.1,40,54,TEXTDISTANCE,351.6099999999999,7, 16, 14, 0, 10, 12, 11, 12, 7, 9, 0, 23, 0, 8, 0, 5, 7, 0, 0, 19, 0, 7, 0, 7, 18, 7, 6,{c5.2xlarge=7; c5.xlarge=16; c5a.2xlarge=14; c5a.xlarge=0; d3.2xlarge=10; d3.xlarge=12; i3.2xlarge=11; i3.large=12; i3.xlarge=7; m5.2xlarge=9; m5.large=0; m5.xlarge=23; m5a.2xlarge=0; m5a.large=8; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=7; m5zn.xlarge=0; r5.2xlarge=0; r5.large=19; r5.xlarge=0; r5a.2xlarge=7; r5a.large=0; r5a.xlarge=7; z1d.2xlarge=18; z1d.large=7; z1d.xlarge=6},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.1,40,54,CRITICALPATH,330.65999999999985,13, 20, 8, 0, 12, 13, 6, 7, 6, 5, 0, 9, 0, 6, 0, 11, 8, 0, 0, 9, 0, 8, 0, 10, 20, 13, 22,{c5.2xlarge=13; c5.xlarge=20; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=12; d3.xlarge=13; i3.2xlarge=6; i3.large=7; i3.xlarge=6; m5.2xlarge=5; m5.large=0; m5.xlarge=9; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=11; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=0; r5.large=9; r5.xlarge=0; r5a.2xlarge=8; r5a.large=0; r5a.xlarge=10; z1d.2xlarge=20; z1d.large=13; z1d.xlarge=22},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.1,40,54,CRITICALPATHREVERSE,373.2999999999999,18, 20, 11, 0, 10, 11, 6, 7, 8, 5, 0, 10, 0, 7, 0, 10, 12, 0, 0, 13, 0, 7, 0, 9, 14, 11, 17,{c5.2xlarge=18; c5.xlarge=20; c5a.2xlarge=11; c5a.xlarge=0; d3.2xlarge=10; d3.xlarge=11; i3.2xlarge=6; i3.large=7; i3.xlarge=8; m5.2xlarge=5; m5.large=0; m5.xlarge=10; m5a.2xlarge=0; m5a.large=7; m5a.xlarge=0; m5zn.2xlarge=10; m5zn.large=12; m5zn.xlarge=0; r5.2xlarge=0; r5.large=13; r5.xlarge=0; r5a.2xlarge=7; r5a.large=0; r5a.xlarge=9; z1d.2xlarge=14; z1d.large=11; z1d.xlarge=17},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.1,40,54,RESHIV2,561.9099999999999,17, 20, 15, 0, 8, 12, 8, 8, 13, 2, 0, 9, 0, 7, 0, 3, 7, 0, 0, 12, 0, 4, 0, 6, 16, 13, 26,{c5.2xlarge=17; c5.xlarge=20; c5a.2xlarge=15; c5a.xlarge=0; d3.2xlarge=8; d3.xlarge=12; i3.2xlarge=8; i3.large=8; i3.xlarge=13; m5.2xlarge=2; m5.large=0; m5.xlarge=9; m5a.2xlarge=0; m5a.large=7; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=7; m5zn.xlarge=0; r5.2xlarge=0; r5.large=12; r5.xlarge=0; r5a.2xlarge=4; r5a.large=0; r5a.xlarge=6; z1d.2xlarge=16; z1d.large=13; z1d.xlarge=26},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.1,40,54,RESHIV3,569.6499999999999,17, 17, 18, 0, 12, 12, 5, 8, 6, 6, 0, 8, 0, 10, 0, 9, 9, 0, 0, 9, 0, 5, 0, 10, 18, 7, 19,{c5.2xlarge=17; c5.xlarge=17; c5a.2xlarge=18; c5a.xlarge=0; d3.2xlarge=12; d3.xlarge=12; i3.2xlarge=5; i3.large=8; i3.xlarge=6; m5.2xlarge=6; m5.large=0; m5.xlarge=8; m5a.2xlarge=0; m5a.large=10; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=9; m5zn.xlarge=0; r5.2xlarge=0; r5.large=9; r5.xlarge=0; r5a.2xlarge=5; r5a.large=0; r5a.xlarge=10; z1d.2xlarge=18; z1d.large=7; z1d.xlarge=19},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.1,40,54,RESHIMAX,364.65999999999985,14, 16, 12, 0, 12, 9, 11, 7, 9, 6, 0, 13, 0, 8, 0, 5, 8, 0, 0, 11, 0, 5, 0, 5, 21, 10, 23,{c5.2xlarge=14; c5.xlarge=16; c5a.2xlarge=12; c5a.xlarge=0; d3.2xlarge=12; d3.xlarge=9; i3.2xlarge=11; i3.large=7; i3.xlarge=9; m5.2xlarge=6; m5.large=0; m5.xlarge=13; m5a.2xlarge=0; m5a.large=8; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=0; r5.large=11; r5.xlarge=0; r5a.2xlarge=5; r5a.large=0; r5a.xlarge=5; z1d.2xlarge=21; z1d.large=10; z1d.xlarge=23},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.1,40,54,RESHIFCFS,370.59,20, 13, 15, 0, 14, 11, 5, 9, 8, 5, 0, 10, 0, 7, 0, 11, 12, 0, 0, 4, 0, 6, 0, 9, 20, 6, 20,{c5.2xlarge=20; c5.xlarge=13; c5a.2xlarge=15; c5a.xlarge=0; d3.2xlarge=14; d3.xlarge=11; i3.2xlarge=5; i3.large=9; i3.xlarge=8; m5.2xlarge=5; m5.large=0; m5.xlarge=10; m5a.2xlarge=0; m5a.large=7; m5a.xlarge=0; m5zn.2xlarge=11; m5zn.large=12; m5zn.xlarge=0; r5.2xlarge=0; r5.large=4; r5.xlarge=0; r5a.2xlarge=6; r5a.large=0; r5a.xlarge=9; z1d.2xlarge=20; z1d.large=6; z1d.xlarge=20},{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=1; z1d.xlarge=3}
