Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,normal,0.0,40,0,MINMIN,535.66,0, 13, 24, 17, 5, 18, 3, 0, 0, 13, 5, 7, 10, 0, 1, 39, 0, 12, 0, 2, 20, 1, 8, 5, 0, 0, 2,{c5.2xlarge=0; c5.xlarge=13; c5a.2xlarge=24; c5a.xlarge=17; d3.2xlarge=5; d3.xlarge=18; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=13; m5.large=5; m5.xlarge=7; m5a.2xlarge=10; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=39; m5zn.large=0; m5zn.xlarge=12; r5.2xlarge=0; r5.large=2; r5.xlarge=20; r5a.2xlarge=1; r5a.large=8; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,normal,0.0,40,30,RESHIFCFS,450.3199999999998,16, 0, 4, 0, 11, 0, 14, 0, 6, 8, 5, 13, 4, 3, 5, 23, 25, 6, 8, 11, 11, 11, 5, 1, 0, 16, 0,{c5.2xlarge=16; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=11; d3.xlarge=0; i3.2xlarge=14; i3.large=0; i3.xlarge=6; m5.2xlarge=8; m5.large=5; m5.xlarge=13; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=5; m5zn.2xlarge=23; m5zn.large=25; m5zn.xlarge=6; r5.2xlarge=8; r5.large=11; r5.xlarge=11; r5a.2xlarge=11; r5a.large=5; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=16; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
viralrecon,normal,0.0,40,31,MINMIN,535.5999999999999,14, 3, 8, 27, 3, 15, 7, 0, 0, 5, 5, 7, 0, 0, 12, 21, 23, 6, 4, 0, 2, 27, 6, 0, 0, 6, 5,{c5.2xlarge=14; c5.xlarge=3; c5a.2xlarge=8; c5a.xlarge=27; d3.2xlarge=3; d3.xlarge=15; i3.2xlarge=7; i3.large=0; i3.xlarge=0; m5.2xlarge=5; m5.large=5; m5.xlarge=7; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=12; m5zn.2xlarge=21; m5zn.large=23; m5zn.xlarge=6; r5.2xlarge=4; r5.large=0; r5.xlarge=2; r5a.2xlarge=27; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=5},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=4; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,normal,0.0,40,31,MAXMIN,542.0899999999998,15, 4, 6, 23, 3, 20, 5, 2, 0, 5, 12, 8, 3, 0, 9, 14, 20, 6, 6, 0, 1, 27, 4, 0, 0, 5, 8,{c5.2xlarge=15; c5.xlarge=4; c5a.2xlarge=6; c5a.xlarge=23; d3.2xlarge=3; d3.xlarge=20; i3.2xlarge=5; i3.large=2; i3.xlarge=0; m5.2xlarge=5; m5.large=12; m5.xlarge=8; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=9; m5zn.2xlarge=14; m5zn.large=20; m5zn.xlarge=6; r5.2xlarge=6; r5.large=0; r5.xlarge=1; r5a.2xlarge=27; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=8},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=4; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,normal,0.0,40,31,MCT,564.67,11, 2, 12, 30, 2, 10, 5, 0, 0, 5, 4, 7, 0, 0, 11, 27, 20, 4, 4, 0, 4, 34, 3, 0, 0, 8, 3,{c5.2xlarge=11; c5.xlarge=2; c5a.2xlarge=12; c5a.xlarge=30; d3.2xlarge=2; d3.xlarge=10; i3.2xlarge=5; i3.large=0; i3.xlarge=0; m5.2xlarge=5; m5.large=4; m5.xlarge=7; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=11; m5zn.2xlarge=27; m5zn.large=20; m5zn.xlarge=4; r5.2xlarge=4; r5.large=0; r5.xlarge=4; r5a.2xlarge=34; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=3},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=4; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,normal,0.0,40,31,ROUNDROBIN,542.5199999999998,0, 1, 12, 38, 5, 15, 23, 2, 0, 3, 8, 5, 4, 0, 14, 4, 3, 0, 2, 0, 0, 60, 7, 0, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=12; c5a.xlarge=38; d3.2xlarge=5; d3.xlarge=15; i3.2xlarge=23; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=8; m5.xlarge=5; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=14; m5zn.2xlarge=4; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=60; r5a.large=7; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=4; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,normal,0.0,40,31,STATIC,528.5499999999998,16, 2, 4, 10, 2, 21, 3, 0, 0, 2, 1, 6, 0, 0, 3, 35, 29, 5, 4, 0, 3, 44, 10, 0, 0, 4, 2,{c5.2xlarge=16; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=10; d3.2xlarge=2; d3.xlarge=21; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=6; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=35; m5zn.large=29; m5zn.xlarge=5; r5.2xlarge=4; r5.large=0; r5.xlarge=3; r5a.2xlarge=44; r5a.large=10; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=2},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=4; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,normal,0.0,40,31,NOML,325.05999999999995,11, 6, 8, 10, 10, 10, 9, 9, 0, 10, 7, 6, 3, 0, 14, 20, 13, 11, 7, 0, 12, 2, 6, 0, 0, 12, 9,{c5.2xlarge=11; c5.xlarge=6; c5a.2xlarge=8; c5a.xlarge=10; d3.2xlarge=10; d3.xlarge=10; i3.2xlarge=9; i3.large=9; i3.xlarge=0; m5.2xlarge=10; m5.large=7; m5.xlarge=6; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=14; m5zn.2xlarge=20; m5zn.large=13; m5zn.xlarge=11; r5.2xlarge=7; r5.large=0; r5.xlarge=12; r5a.2xlarge=2; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=12; z1d.xlarge=9},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=4; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,normal,0.0,40,31,CUSTOMCLUSTERNOML,337.5999999999999,12, 5, 8, 7, 16, 17, 16, 6, 0, 11, 4, 10, 5, 0, 10, 16, 6, 8, 12, 0, 7, 8, 8, 0, 0, 6, 7,{c5.2xlarge=12; c5.xlarge=5; c5a.2xlarge=8; c5a.xlarge=7; d3.2xlarge=16; d3.xlarge=17; i3.2xlarge=16; i3.large=6; i3.xlarge=0; m5.2xlarge=11; m5.large=4; m5.xlarge=10; m5a.2xlarge=5; m5a.large=0; m5a.xlarge=10; m5zn.2xlarge=16; m5zn.large=6; m5zn.xlarge=8; r5.2xlarge=12; r5.large=0; r5.xlarge=7; r5a.2xlarge=8; r5a.large=8; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=7},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=4; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,normal,0.0,40,31,TEXTDISTANCE,344.18,15, 9, 4, 10, 8, 8, 10, 10, 0, 15, 13, 6, 5, 0, 6, 17, 10, 14, 8, 0, 8, 11, 8, 0, 0, 1, 9,{c5.2xlarge=15; c5.xlarge=9; c5a.2xlarge=4; c5a.xlarge=10; d3.2xlarge=8; d3.xlarge=8; i3.2xlarge=10; i3.large=10; i3.xlarge=0; m5.2xlarge=15; m5.large=13; m5.xlarge=6; m5a.2xlarge=5; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=17; m5zn.large=10; m5zn.xlarge=14; r5.2xlarge=8; r5.large=0; r5.xlarge=8; r5a.2xlarge=11; r5a.large=8; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=9},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=4; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,normal,0.0,40,31,CRITICALPATH,327.7999999999999,14, 3, 11, 10, 12, 9, 9, 12, 0, 5, 4, 5, 9, 0, 4, 16, 25, 6, 6, 0, 10, 10, 3, 0, 0, 9, 13,{c5.2xlarge=14; c5.xlarge=3; c5a.2xlarge=11; c5a.xlarge=10; d3.2xlarge=12; d3.xlarge=9; i3.2xlarge=9; i3.large=12; i3.xlarge=0; m5.2xlarge=5; m5.large=4; m5.xlarge=5; m5a.2xlarge=9; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=16; m5zn.large=25; m5zn.xlarge=6; r5.2xlarge=6; r5.large=0; r5.xlarge=10; r5a.2xlarge=10; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=13},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=4; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,normal,0.0,40,31,CRITICALPATHREVERSE,538.8399999999999,18, 11, 12, 14, 11, 13, 4, 9, 0, 5, 5, 4, 7, 0, 9, 12, 18, 8, 9, 0, 7, 12, 6, 0, 0, 7, 4,{c5.2xlarge=18; c5.xlarge=11; c5a.2xlarge=12; c5a.xlarge=14; d3.2xlarge=11; d3.xlarge=13; i3.2xlarge=4; i3.large=9; i3.xlarge=0; m5.2xlarge=5; m5.large=5; m5.xlarge=4; m5a.2xlarge=7; m5a.large=0; m5a.xlarge=9; m5zn.2xlarge=12; m5zn.large=18; m5zn.xlarge=8; r5.2xlarge=9; r5.large=0; r5.xlarge=7; r5a.2xlarge=12; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=4},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=4; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,normal,0.0,40,31,RESHIV2,361.0999999999999,22, 2, 8, 15, 6, 11, 4, 7, 0, 9, 12, 7, 8, 0, 11, 12, 15, 8, 11, 0, 7, 12, 4, 0, 0, 7, 7,{c5.2xlarge=22; c5.xlarge=2; c5a.2xlarge=8; c5a.xlarge=15; d3.2xlarge=6; d3.xlarge=11; i3.2xlarge=4; i3.large=7; i3.xlarge=0; m5.2xlarge=9; m5.large=12; m5.xlarge=7; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=11; m5zn.2xlarge=12; m5zn.large=15; m5zn.xlarge=8; r5.2xlarge=11; r5.large=0; r5.xlarge=7; r5a.2xlarge=12; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=7},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=4; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,normal,0.0,40,31,RESHIV3,581.8999999999999,14, 11, 3, 18, 8, 11, 7, 10, 0, 10, 7, 9, 4, 0, 8, 17, 15, 9, 7, 0, 9, 8, 8, 0, 0, 9, 3,{c5.2xlarge=14; c5.xlarge=11; c5a.2xlarge=3; c5a.xlarge=18; d3.2xlarge=8; d3.xlarge=11; i3.2xlarge=7; i3.large=10; i3.xlarge=0; m5.2xlarge=10; m5.large=7; m5.xlarge=9; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=17; m5zn.large=15; m5zn.xlarge=9; r5.2xlarge=7; r5.large=0; r5.xlarge=9; r5a.2xlarge=8; r5a.large=8; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=3},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=4; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,normal,0.0,40,31,RESHIMAX,340.54999999999984,13, 4, 5, 21, 15, 14, 7, 11, 0, 11, 9, 5, 4, 0, 6, 16, 17, 9, 5, 0, 3, 7, 7, 0, 0, 6, 10,{c5.2xlarge=13; c5.xlarge=4; c5a.2xlarge=5; c5a.xlarge=21; d3.2xlarge=15; d3.xlarge=14; i3.2xlarge=7; i3.large=11; i3.xlarge=0; m5.2xlarge=11; m5.large=9; m5.xlarge=5; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=16; m5zn.large=17; m5zn.xlarge=9; r5.2xlarge=5; r5.large=0; r5.xlarge=3; r5a.2xlarge=7; r5a.large=7; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=10},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=4; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,normal,0.0,40,31,RESHIFCFS,367.13999999999993,16, 4, 3, 14, 8, 10, 10, 9, 0, 10, 12, 6, 3, 0, 3, 21, 16, 8, 12, 0, 5, 10, 7, 0, 0, 11, 8,{c5.2xlarge=16; c5.xlarge=4; c5a.2xlarge=3; c5a.xlarge=14; d3.2xlarge=8; d3.xlarge=10; i3.2xlarge=10; i3.large=9; i3.xlarge=0; m5.2xlarge=10; m5.large=12; m5.xlarge=6; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=21; m5zn.large=16; m5zn.xlarge=8; r5.2xlarge=12; r5.large=0; r5.xlarge=5; r5a.2xlarge=10; r5a.large=7; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=11; z1d.xlarge=8},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=4; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=4; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
viralrecon,normal,0.0,40,32,MINMIN,586.6099999999999,20, 3, 8, 13, 2, 0, 1, 0, 2, 0, 0, 4, 3, 16, 3, 29, 28, 0, 0, 15, 0, 0, 6, 31, 3, 10, 9,{c5.2xlarge=20; c5.xlarge=3; c5a.2xlarge=8; c5a.xlarge=13; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=3; m5a.large=16; m5a.xlarge=3; m5zn.2xlarge=29; m5zn.large=28; m5zn.xlarge=0; r5.2xlarge=0; r5.large=15; r5.xlarge=0; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=31; z1d.2xlarge=3; z1d.large=10; z1d.xlarge=9},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=4; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.0,40,32,MAXMIN,542.7399999999999,16, 7, 6, 18, 4, 0, 1, 0, 0, 0, 0, 7, 4, 18, 1, 17, 23, 0, 0, 14, 0, 2, 9, 31, 7, 5, 16,{c5.2xlarge=16; c5.xlarge=7; c5a.2xlarge=6; c5a.xlarge=18; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=7; m5a.2xlarge=4; m5a.large=18; m5a.xlarge=1; m5zn.2xlarge=17; m5zn.large=23; m5zn.xlarge=0; r5.2xlarge=0; r5.large=14; r5.xlarge=0; r5a.2xlarge=2; r5a.large=9; r5a.xlarge=31; z1d.2xlarge=7; z1d.large=5; z1d.xlarge=16},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=4; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.0,40,32,MCT,566.4299999999998,15, 2, 6, 15, 4, 0, 1, 0, 3, 0, 0, 4, 3, 10, 3, 29, 27, 0, 0, 17, 0, 0, 7, 35, 5, 10, 10,{c5.2xlarge=15; c5.xlarge=2; c5a.2xlarge=6; c5a.xlarge=15; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=3; m5a.large=10; m5a.xlarge=3; m5zn.2xlarge=29; m5zn.large=27; m5zn.xlarge=0; r5.2xlarge=0; r5.large=17; r5.xlarge=0; r5a.2xlarge=0; r5a.large=7; r5a.xlarge=35; z1d.2xlarge=5; z1d.large=10; z1d.xlarge=10},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=4; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=3}
viralrecon,normal,0.0,40,32,ROUNDROBIN,599.8599999999998,0, 5, 1, 20, 1, 0, 4, 0, 6, 0, 0, 1, 11, 23, 11, 8, 30, 0, 0, 10, 0, 3, 10, 47, 8, 1, 5,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=1; c5a.xlarge=20; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=4; i3.large=0; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=11; m5a.large=23; m5a.xlarge=11; m5zn.2xlarge=8; m5zn.large=30; m5zn.xlarge=0; r5.2xlarge=0; r5.large=10; r5.xlarge=0; r5a.2xlarge=3; r5a.large=10; r5a.xlarge=47; z1d.2xlarge=8; z1d.large=1; z1d.xlarge=5},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=0; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=4; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=3}
