Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,exponential,0.0,40,0,MINMIN,535.66,0, 13, 24, 19, 5, 18, 3, 0, 0, 11, 5, 7, 10, 0, 1, 39, 0, 12, 0, 2, 20, 1, 8, 5, 0, 0, 2,{c5.2xlarge=0; c5.xlarge=13; c5a.2xlarge=24; c5a.xlarge=19; d3.2xlarge=5; d3.xlarge=18; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=11; m5.large=5; m5.xlarge=7; m5a.2xlarge=10; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=39; m5zn.large=0; m5zn.xlarge=12; r5.2xlarge=0; r5.large=2; r5.xlarge=20; r5a.2xlarge=1; r5a.large=8; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.0,40,21,MAXMIN,529.7899999999998,18, 14, 10, 15, 0, 10, 0, 0, 2, 0, 5, 14, 3, 2, 8, 12, 11, 9, 0, 7, 0, 23, 2, 12, 4, 17, 8,{c5.2xlarge=18; c5.xlarge=14; c5a.2xlarge=10; c5a.xlarge=15; d3.2xlarge=0; d3.xlarge=10; i3.2xlarge=0; i3.large=0; i3.xlarge=2; m5.2xlarge=0; m5.large=5; m5.xlarge=14; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=8; m5zn.2xlarge=12; m5zn.large=11; m5zn.xlarge=9; r5.2xlarge=0; r5.large=7; r5.xlarge=0; r5a.2xlarge=23; r5a.large=2; r5a.xlarge=12; z1d.2xlarge=4; z1d.large=17; z1d.xlarge=8},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.0,40,21,MCT,566.0699999999999,17, 8, 14, 15, 0, 9, 0, 0, 2, 0, 4, 17, 3, 0, 10, 20, 11, 6, 0, 4, 0, 30, 2, 9, 4, 17, 4,{c5.2xlarge=17; c5.xlarge=8; c5a.2xlarge=14; c5a.xlarge=15; d3.2xlarge=0; d3.xlarge=9; i3.2xlarge=0; i3.large=0; i3.xlarge=2; m5.2xlarge=0; m5.large=4; m5.xlarge=17; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=10; m5zn.2xlarge=20; m5zn.large=11; m5zn.xlarge=6; r5.2xlarge=0; r5.large=4; r5.xlarge=0; r5a.2xlarge=30; r5a.large=2; r5a.xlarge=9; z1d.2xlarge=4; z1d.large=17; z1d.xlarge=4},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.0,40,21,ROUNDROBIN,362.6299999999998,17, 0, 8, 6, 0, 6, 0, 0, 0, 0, 1, 34, 5, 0, 22, 2, 0, 5, 0, 1, 0, 49, 5, 20, 2, 18, 4,{c5.2xlarge=17; c5.xlarge=0; c5a.2xlarge=8; c5a.xlarge=6; d3.2xlarge=0; d3.xlarge=6; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=34; m5a.2xlarge=5; m5a.large=0; m5a.xlarge=22; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=49; r5a.large=5; r5a.xlarge=20; z1d.2xlarge=2; z1d.large=18; z1d.xlarge=4},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.0,40,21,STATIC,541.8399999999998,19, 4, 10, 14, 0, 5, 0, 0, 0, 0, 1, 4, 3, 0, 0, 31, 8, 11, 0, 4, 0, 45, 3, 18, 2, 21, 3,{c5.2xlarge=19; c5.xlarge=4; c5a.2xlarge=10; c5a.xlarge=14; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=4; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=31; m5zn.large=8; m5zn.xlarge=11; r5.2xlarge=0; r5.large=4; r5.xlarge=0; r5a.2xlarge=45; r5a.large=3; r5a.xlarge=18; z1d.2xlarge=2; z1d.large=21; z1d.xlarge=3},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.0,40,21,NOML,328.3299999999999,24, 24, 5, 5, 0, 7, 0, 2, 10, 0, 8, 9, 11, 14, 8, 12, 4, 12, 0, 5, 0, 5, 3, 5, 6, 17, 10,{c5.2xlarge=24; c5.xlarge=24; c5a.2xlarge=5; c5a.xlarge=5; d3.2xlarge=0; d3.xlarge=7; i3.2xlarge=0; i3.large=2; i3.xlarge=10; m5.2xlarge=0; m5.large=8; m5.xlarge=9; m5a.2xlarge=11; m5a.large=14; m5a.xlarge=8; m5zn.2xlarge=12; m5zn.large=4; m5zn.xlarge=12; r5.2xlarge=0; r5.large=5; r5.xlarge=0; r5a.2xlarge=5; r5a.large=3; r5a.xlarge=5; z1d.2xlarge=6; z1d.large=17; z1d.xlarge=10},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.0,40,21,CUSTOMCLUSTERNOML,337.5999999999999,12, 22, 9, 7, 0, 9, 0, 8, 6, 0, 2, 13, 5, 10, 7, 16, 6, 15, 0, 8, 0, 6, 5, 6, 10, 13, 10,{c5.2xlarge=12; c5.xlarge=22; c5a.2xlarge=9; c5a.xlarge=7; d3.2xlarge=0; d3.xlarge=9; i3.2xlarge=0; i3.large=8; i3.xlarge=6; m5.2xlarge=0; m5.large=2; m5.xlarge=13; m5a.2xlarge=5; m5a.large=10; m5a.xlarge=7; m5zn.2xlarge=16; m5zn.large=6; m5zn.xlarge=15; r5.2xlarge=0; r5.large=8; r5.xlarge=0; r5a.2xlarge=6; r5a.large=5; r5a.xlarge=6; z1d.2xlarge=10; z1d.large=13; z1d.xlarge=10},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.0,40,21,TEXTDISTANCE,355.84999999999985,19, 10, 6, 12, 0, 8, 0, 8, 10, 0, 9, 25, 7, 8, 6, 9, 5, 5, 0, 5, 0, 10, 8, 6, 12, 11, 6,{c5.2xlarge=19; c5.xlarge=10; c5a.2xlarge=6; c5a.xlarge=12; d3.2xlarge=0; d3.xlarge=8; i3.2xlarge=0; i3.large=8; i3.xlarge=10; m5.2xlarge=0; m5.large=9; m5.xlarge=25; m5a.2xlarge=7; m5a.large=8; m5a.xlarge=6; m5zn.2xlarge=9; m5zn.large=5; m5zn.xlarge=5; r5.2xlarge=0; r5.large=5; r5.xlarge=0; r5a.2xlarge=10; r5a.large=8; r5a.xlarge=6; z1d.2xlarge=12; z1d.large=11; z1d.xlarge=6},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.0,40,21,CRITICALPATH,325.2199999999999,11, 15, 7, 9, 0, 12, 0, 10, 2, 0, 3, 12, 12, 7, 5, 11, 12, 8, 0, 8, 0, 5, 10, 5, 9, 22, 10,{c5.2xlarge=11; c5.xlarge=15; c5a.2xlarge=7; c5a.xlarge=9; d3.2xlarge=0; d3.xlarge=12; i3.2xlarge=0; i3.large=10; i3.xlarge=2; m5.2xlarge=0; m5.large=3; m5.xlarge=12; m5a.2xlarge=12; m5a.large=7; m5a.xlarge=5; m5zn.2xlarge=11; m5zn.large=12; m5zn.xlarge=8; r5.2xlarge=0; r5.large=8; r5.xlarge=0; r5a.2xlarge=5; r5a.large=10; r5a.xlarge=5; z1d.2xlarge=9; z1d.large=22; z1d.xlarge=10},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.0,40,21,CRITICALPATHREVERSE,366.60999999999996,22, 14, 10, 9, 0, 10, 0, 4, 5, 0, 7, 14, 7, 6, 6, 11, 7, 10, 0, 9, 0, 2, 10, 8, 4, 20, 10,{c5.2xlarge=22; c5.xlarge=14; c5a.2xlarge=10; c5a.xlarge=9; d3.2xlarge=0; d3.xlarge=10; i3.2xlarge=0; i3.large=4; i3.xlarge=5; m5.2xlarge=0; m5.large=7; m5.xlarge=14; m5a.2xlarge=7; m5a.large=6; m5a.xlarge=6; m5zn.2xlarge=11; m5zn.large=7; m5zn.xlarge=10; r5.2xlarge=0; r5.large=9; r5.xlarge=0; r5a.2xlarge=2; r5a.large=10; r5a.xlarge=8; z1d.2xlarge=4; z1d.large=20; z1d.xlarge=10},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.0,40,21,RESHIV2,360.8799999999999,18, 15, 9, 8, 0, 11, 0, 9, 8, 0, 7, 7, 5, 7, 6, 11, 10, 6, 0, 7, 0, 2, 8, 5, 14, 20, 12,{c5.2xlarge=18; c5.xlarge=15; c5a.2xlarge=9; c5a.xlarge=8; d3.2xlarge=0; d3.xlarge=11; i3.2xlarge=0; i3.large=9; i3.xlarge=8; m5.2xlarge=0; m5.large=7; m5.xlarge=7; m5a.2xlarge=5; m5a.large=7; m5a.xlarge=6; m5zn.2xlarge=11; m5zn.large=10; m5zn.xlarge=6; r5.2xlarge=0; r5.large=7; r5.xlarge=0; r5a.2xlarge=2; r5a.large=8; r5a.xlarge=5; z1d.2xlarge=14; z1d.large=20; z1d.xlarge=12},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.0,40,21,RESHIV3,364.71999999999997,16, 15, 3, 9, 0, 12, 0, 7, 5, 0, 8, 8, 14, 6, 9, 18, 11, 4, 0, 7, 0, 5, 6, 6, 10, 18, 8,{c5.2xlarge=16; c5.xlarge=15; c5a.2xlarge=3; c5a.xlarge=9; d3.2xlarge=0; d3.xlarge=12; i3.2xlarge=0; i3.large=7; i3.xlarge=5; m5.2xlarge=0; m5.large=8; m5.xlarge=8; m5a.2xlarge=14; m5a.large=6; m5a.xlarge=9; m5zn.2xlarge=18; m5zn.large=11; m5zn.xlarge=4; r5.2xlarge=0; r5.large=7; r5.xlarge=0; r5a.2xlarge=5; r5a.large=6; r5a.xlarge=6; z1d.2xlarge=10; z1d.large=18; z1d.xlarge=8},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.0,40,21,RESHIMAX,527.3399999999999,16, 18, 5, 8, 0, 17, 0, 7, 10, 0, 7, 12, 10, 5, 6, 9, 9, 7, 0, 8, 0, 10, 3, 4, 5, 22, 7,{c5.2xlarge=16; c5.xlarge=18; c5a.2xlarge=5; c5a.xlarge=8; d3.2xlarge=0; d3.xlarge=17; i3.2xlarge=0; i3.large=7; i3.xlarge=10; m5.2xlarge=0; m5.large=7; m5.xlarge=12; m5a.2xlarge=10; m5a.large=5; m5a.xlarge=6; m5zn.2xlarge=9; m5zn.large=9; m5zn.xlarge=7; r5.2xlarge=0; r5.large=8; r5.xlarge=0; r5a.2xlarge=10; r5a.large=3; r5a.xlarge=4; z1d.2xlarge=5; z1d.large=22; z1d.xlarge=7},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.0,40,21,RESHIFCFS,563.4699999999999,16, 16, 10, 11, 0, 9, 0, 2, 10, 0, 9, 10, 8, 4, 11, 17, 9, 8, 0, 7, 0, 4, 9, 7, 4, 19, 6,{c5.2xlarge=16; c5.xlarge=16; c5a.2xlarge=10; c5a.xlarge=11; d3.2xlarge=0; d3.xlarge=9; i3.2xlarge=0; i3.large=2; i3.xlarge=10; m5.2xlarge=0; m5.large=9; m5.xlarge=10; m5a.2xlarge=8; m5a.large=4; m5a.xlarge=11; m5zn.2xlarge=17; m5zn.large=9; m5zn.xlarge=8; r5.2xlarge=0; r5.large=7; r5.xlarge=0; r5a.2xlarge=4; r5a.large=9; r5a.xlarge=7; z1d.2xlarge=4; z1d.large=19; z1d.xlarge=6},{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.0,40,22,MINMIN,560.1099999999999,20, 12, 6, 0, 0, 1, 24, 5, 3, 0, 3, 4, 0, 0, 0, 9, 22, 15, 1, 19, 21, 0, 2, 3, 4, 20, 11,{c5.2xlarge=20; c5.xlarge=12; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=24; i3.large=5; i3.xlarge=3; m5.2xlarge=0; m5.large=3; m5.xlarge=4; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=22; m5zn.xlarge=15; r5.2xlarge=1; r5.large=19; r5.xlarge=21; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=4; z1d.large=20; z1d.xlarge=11},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
viralrecon,exponential,0.0,40,22,MAXMIN,552.81,13, 14, 7, 0, 0, 2, 20, 14, 3, 0, 3, 4, 0, 0, 0, 5, 19, 16, 4, 21, 15, 0, 7, 3, 4, 16, 15,{c5.2xlarge=13; c5.xlarge=14; c5a.2xlarge=7; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=20; i3.large=14; i3.xlarge=3; m5.2xlarge=0; m5.large=3; m5.xlarge=4; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=19; m5zn.xlarge=16; r5.2xlarge=4; r5.large=21; r5.xlarge=15; r5a.2xlarge=0; r5a.large=7; r5a.xlarge=3; z1d.2xlarge=4; z1d.large=16; z1d.xlarge=15},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
viralrecon,exponential,0.0,40,22,MCT,562.99,12, 8, 6, 0, 0, 4, 27, 7, 3, 0, 4, 4, 0, 0, 0, 16, 21, 15, 2, 16, 23, 0, 2, 2, 5, 19, 9,{c5.2xlarge=12; c5.xlarge=8; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=27; i3.large=7; i3.xlarge=3; m5.2xlarge=0; m5.large=4; m5.xlarge=4; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=16; m5zn.large=21; m5zn.xlarge=15; r5.2xlarge=2; r5.large=16; r5.xlarge=23; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=5; z1d.large=19; z1d.xlarge=9},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
viralrecon,exponential,0.0,40,22,ROUNDROBIN,610.1399999999999,6, 10, 0, 0, 0, 0, 52, 25, 4, 0, 0, 0, 0, 0, 5, 2, 1, 38, 0, 22, 16, 0, 0, 6, 2, 15, 2,{c5.2xlarge=6; c5.xlarge=10; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=52; i3.large=25; i3.xlarge=4; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=38; r5.2xlarge=0; r5.large=22; r5.xlarge=16; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=6; z1d.2xlarge=2; z1d.large=15; z1d.xlarge=2},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
viralrecon,exponential,0.0,40,22,STATIC,559.0199999999999,10, 5, 5, 0, 0, 1, 41, 12, 3, 0, 1, 6, 0, 0, 0, 13, 18, 29, 3, 12, 15, 0, 0, 0, 4, 16, 11,{c5.2xlarge=10; c5.xlarge=5; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=41; i3.large=12; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=6; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=13; m5zn.large=18; m5zn.xlarge=29; r5.2xlarge=3; r5.large=12; r5.xlarge=15; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=16; z1d.xlarge=11},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
viralrecon,exponential,0.0,40,22,NOML,564.1099999999999,15, 20, 4, 0, 0, 7, 8, 9, 4, 0, 9, 10, 0, 0, 7, 7, 20, 20, 3, 7, 10, 0, 6, 7, 9, 13, 11,{c5.2xlarge=15; c5.xlarge=20; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=7; i3.2xlarge=8; i3.large=9; i3.xlarge=4; m5.2xlarge=0; m5.large=9; m5.xlarge=10; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=7; m5zn.large=20; m5zn.xlarge=20; r5.2xlarge=3; r5.large=7; r5.xlarge=10; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=7; z1d.2xlarge=9; z1d.large=13; z1d.xlarge=11},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=1; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
