Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,exponential,0.15,40,0,MINMIN,762.1899999999999,0, 6, 20, 12, 10, 16, 4, 1, 0, 8, 2, 11, 17, 0, 3, 47, 0, 7, 0, 3, 17, 5, 8, 5, 0, 0, 4,{c5.2xlarge=0; c5.xlarge=6; c5a.2xlarge=20; c5a.xlarge=12; d3.2xlarge=10; d3.xlarge=16; i3.2xlarge=4; i3.large=1; i3.xlarge=0; m5.2xlarge=8; m5.large=2; m5.xlarge=11; m5a.2xlarge=17; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=47; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=0; r5.large=3; r5.xlarge=17; r5a.2xlarge=5; r5a.large=8; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.15,40,8,RESHIMAX,341.78,29, 6, 0, 0, 9, 0, 0, 9, 6, 7, 8, 9, 0, 3, 7, 31, 0, 21, 0, 0, 9, 5, 9, 5, 10, 12, 11,{c5.2xlarge=29; c5.xlarge=6; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=9; d3.xlarge=0; i3.2xlarge=0; i3.large=9; i3.xlarge=6; m5.2xlarge=7; m5.large=8; m5.xlarge=9; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=7; m5zn.2xlarge=31; m5zn.large=0; m5zn.xlarge=21; r5.2xlarge=0; r5.large=0; r5.xlarge=9; r5a.2xlarge=5; r5a.large=9; r5a.xlarge=5; z1d.2xlarge=10; z1d.large=12; z1d.xlarge=11},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
viralrecon,exponential,0.15,40,8,RESHIFCFS,339.4699999999999,30, 7, 0, 0, 5, 0, 0, 7, 3, 10, 5, 12, 0, 7, 5, 36, 0, 18, 0, 0, 9, 6, 7, 5, 8, 13, 10,{c5.2xlarge=30; c5.xlarge=7; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=0; i3.large=7; i3.xlarge=3; m5.2xlarge=10; m5.large=5; m5.xlarge=12; m5a.2xlarge=0; m5a.large=7; m5a.xlarge=5; m5zn.2xlarge=36; m5zn.large=0; m5zn.xlarge=18; r5.2xlarge=0; r5.large=0; r5.xlarge=9; r5a.2xlarge=6; r5a.large=7; r5a.xlarge=5; z1d.2xlarge=8; z1d.large=13; z1d.xlarge=10},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
viralrecon,exponential,0.15,40,9,MINMIN,569.4899999999999,0, 29, 0, 17, 0, 9, 2, 0, 5, 0, 0, 17, 8, 6, 0, 14, 11, 9, 3, 4, 15, 27, 1, 0, 3, 18, 8,{c5.2xlarge=0; c5.xlarge=29; c5a.2xlarge=0; c5a.xlarge=17; d3.2xlarge=0; d3.xlarge=9; i3.2xlarge=2; i3.large=0; i3.xlarge=5; m5.2xlarge=0; m5.large=0; m5.xlarge=17; m5a.2xlarge=8; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=14; m5zn.large=11; m5zn.xlarge=9; r5.2xlarge=3; r5.large=4; r5.xlarge=15; r5a.2xlarge=27; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=18; z1d.xlarge=8},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.15,40,9,MAXMIN,566.8899999999999,0, 31, 0, 16, 0, 19, 2, 0, 8, 0, 0, 12, 9, 4, 1, 14, 3, 10, 3, 5, 15, 22, 2, 0, 5, 18, 7,{c5.2xlarge=0; c5.xlarge=31; c5a.2xlarge=0; c5a.xlarge=16; d3.2xlarge=0; d3.xlarge=19; i3.2xlarge=2; i3.large=0; i3.xlarge=8; m5.2xlarge=0; m5.large=0; m5.xlarge=12; m5a.2xlarge=9; m5a.large=4; m5a.xlarge=1; m5zn.2xlarge=14; m5zn.large=3; m5zn.xlarge=10; r5.2xlarge=3; r5.large=5; r5.xlarge=15; r5a.2xlarge=22; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=18; z1d.xlarge=7},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.15,40,9,MCT,573.4699999999999,0, 31, 0, 15, 0, 12, 1, 0, 8, 0, 0, 18, 6, 6, 0, 9, 12, 12, 3, 7, 13, 27, 3, 0, 3, 15, 5,{c5.2xlarge=0; c5.xlarge=31; c5a.2xlarge=0; c5a.xlarge=15; d3.2xlarge=0; d3.xlarge=12; i3.2xlarge=1; i3.large=0; i3.xlarge=8; m5.2xlarge=0; m5.large=0; m5.xlarge=18; m5a.2xlarge=6; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=12; m5zn.xlarge=12; r5.2xlarge=3; r5.large=7; r5.xlarge=13; r5a.2xlarge=27; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=15; z1d.xlarge=5},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.15,40,9,ROUNDROBIN,555.9299999999997,0, 46, 0, 9, 0, 24, 0, 0, 14, 0, 0, 18, 8, 6, 0, 1, 1, 0, 3, 3, 16, 42, 7, 0, 2, 5, 0,{c5.2xlarge=0; c5.xlarge=46; c5a.2xlarge=0; c5a.xlarge=9; d3.2xlarge=0; d3.xlarge=24; i3.2xlarge=0; i3.large=0; i3.xlarge=14; m5.2xlarge=0; m5.large=0; m5.xlarge=18; m5a.2xlarge=8; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=0; r5.2xlarge=3; r5.large=3; r5.xlarge=16; r5a.2xlarge=42; r5a.large=7; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=5; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.15,40,9,STATIC,536.6199999999998,0, 34, 0, 12, 0, 9, 1, 0, 2, 0, 0, 9, 3, 2, 0, 8, 19, 13, 1, 5, 11, 44, 4, 0, 8, 16, 5,{c5.2xlarge=0; c5.xlarge=34; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=0; d3.xlarge=9; i3.2xlarge=1; i3.large=0; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=9; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=19; m5zn.xlarge=13; r5.2xlarge=1; r5.large=5; r5.xlarge=11; r5a.2xlarge=44; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=16; z1d.xlarge=5},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.15,40,9,NOML,364.86999999999983,0, 28, 0, 11, 0, 4, 13, 9, 8, 0, 0, 14, 13, 6, 8, 11, 10, 6, 4, 10, 10, 6, 7, 0, 9, 11, 7,{c5.2xlarge=0; c5.xlarge=28; c5a.2xlarge=0; c5a.xlarge=11; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=13; i3.large=9; i3.xlarge=8; m5.2xlarge=0; m5.large=0; m5.xlarge=14; m5a.2xlarge=13; m5a.large=6; m5a.xlarge=8; m5zn.2xlarge=11; m5zn.large=10; m5zn.xlarge=6; r5.2xlarge=4; r5.large=10; r5.xlarge=10; r5a.2xlarge=6; r5a.large=7; r5a.xlarge=0; z1d.2xlarge=9; z1d.large=11; z1d.xlarge=7},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.15,40,9,CUSTOMCLUSTERNOML,536.7699999999999,0, 42, 0, 11, 0, 12, 9, 6, 8, 0, 0, 7, 8, 6, 9, 12, 8, 6, 6, 10, 10, 5, 10, 0, 5, 9, 6,{c5.2xlarge=0; c5.xlarge=42; c5a.2xlarge=0; c5a.xlarge=11; d3.2xlarge=0; d3.xlarge=12; i3.2xlarge=9; i3.large=6; i3.xlarge=8; m5.2xlarge=0; m5.large=0; m5.xlarge=7; m5a.2xlarge=8; m5a.large=6; m5a.xlarge=9; m5zn.2xlarge=12; m5zn.large=8; m5zn.xlarge=6; r5.2xlarge=6; r5.large=10; r5.xlarge=10; r5a.2xlarge=5; r5a.large=10; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=9; z1d.xlarge=6},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.15,40,9,TEXTDISTANCE,372.64,0, 17, 0, 14, 0, 7, 9, 9, 6, 0, 0, 16, 11, 4, 7, 10, 9, 13, 4, 12, 21, 6, 3, 0, 8, 9, 11,{c5.2xlarge=0; c5.xlarge=17; c5a.2xlarge=0; c5a.xlarge=14; d3.2xlarge=0; d3.xlarge=7; i3.2xlarge=9; i3.large=9; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=16; m5a.2xlarge=11; m5a.large=4; m5a.xlarge=7; m5zn.2xlarge=10; m5zn.large=9; m5zn.xlarge=13; r5.2xlarge=4; r5.large=12; r5.xlarge=21; r5a.2xlarge=6; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=9; z1d.xlarge=11},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.15,40,9,CRITICALPATH,348.49999999999983,0, 26, 0, 10, 0, 8, 8, 7, 10, 0, 0, 13, 5, 10, 3, 13, 7, 4, 6, 13, 11, 8, 5, 0, 8, 21, 9,{c5.2xlarge=0; c5.xlarge=26; c5a.2xlarge=0; c5a.xlarge=10; d3.2xlarge=0; d3.xlarge=8; i3.2xlarge=8; i3.large=7; i3.xlarge=10; m5.2xlarge=0; m5.large=0; m5.xlarge=13; m5a.2xlarge=5; m5a.large=10; m5a.xlarge=3; m5zn.2xlarge=13; m5zn.large=7; m5zn.xlarge=4; r5.2xlarge=6; r5.large=13; r5.xlarge=11; r5a.2xlarge=8; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=21; z1d.xlarge=9},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.15,40,9,CRITICALPATHREVERSE,373.65999999999997,0, 24, 0, 16, 0, 9, 7, 8, 5, 0, 0, 10, 8, 8, 11, 13, 9, 8, 6, 11, 12, 5, 7, 0, 2, 16, 10,{c5.2xlarge=0; c5.xlarge=24; c5a.2xlarge=0; c5a.xlarge=16; d3.2xlarge=0; d3.xlarge=9; i3.2xlarge=7; i3.large=8; i3.xlarge=5; m5.2xlarge=0; m5.large=0; m5.xlarge=10; m5a.2xlarge=8; m5a.large=8; m5a.xlarge=11; m5zn.2xlarge=13; m5zn.large=9; m5zn.xlarge=8; r5.2xlarge=6; r5.large=11; r5.xlarge=12; r5a.2xlarge=5; r5a.large=7; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=16; z1d.xlarge=10},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.15,40,9,RESHIV2,562.05,0, 22, 0, 16, 0, 11, 2, 9, 9, 0, 0, 13, 8, 11, 6, 11, 14, 7, 10, 9, 8, 5, 5, 0, 8, 13, 8,{c5.2xlarge=0; c5.xlarge=22; c5a.2xlarge=0; c5a.xlarge=16; d3.2xlarge=0; d3.xlarge=11; i3.2xlarge=2; i3.large=9; i3.xlarge=9; m5.2xlarge=0; m5.large=0; m5.xlarge=13; m5a.2xlarge=8; m5a.large=11; m5a.xlarge=6; m5zn.2xlarge=11; m5zn.large=14; m5zn.xlarge=7; r5.2xlarge=10; r5.large=9; r5.xlarge=8; r5a.2xlarge=5; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=13; z1d.xlarge=8},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.15,40,9,RESHIV3,364.76999999999987,0, 25, 0, 15, 0, 17, 5, 11, 5, 0, 0, 13, 12, 5, 10, 12, 10, 9, 5, 9, 5, 8, 3, 0, 5, 15, 6,{c5.2xlarge=0; c5.xlarge=25; c5a.2xlarge=0; c5a.xlarge=15; d3.2xlarge=0; d3.xlarge=17; i3.2xlarge=5; i3.large=11; i3.xlarge=5; m5.2xlarge=0; m5.large=0; m5.xlarge=13; m5a.2xlarge=12; m5a.large=5; m5a.xlarge=10; m5zn.2xlarge=12; m5zn.large=10; m5zn.xlarge=9; r5.2xlarge=5; r5.large=9; r5.xlarge=5; r5a.2xlarge=8; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=15; z1d.xlarge=6},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.15,40,9,RESHIMAX,365.69999999999993,0, 23, 0, 16, 0, 9, 10, 5, 8, 0, 0, 12, 5, 7, 8, 7, 10, 11, 10, 13, 8, 10, 5, 0, 5, 13, 11,{c5.2xlarge=0; c5.xlarge=23; c5a.2xlarge=0; c5a.xlarge=16; d3.2xlarge=0; d3.xlarge=9; i3.2xlarge=10; i3.large=5; i3.xlarge=8; m5.2xlarge=0; m5.large=0; m5.xlarge=12; m5a.2xlarge=5; m5a.large=7; m5a.xlarge=8; m5zn.2xlarge=7; m5zn.large=10; m5zn.xlarge=11; r5.2xlarge=10; r5.large=13; r5.xlarge=8; r5a.2xlarge=10; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=13; z1d.xlarge=11},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.15,40,9,RESHIFCFS,365.84999999999997,0, 22, 0, 15, 0, 10, 15, 5, 5, 0, 0, 7, 6, 5, 6, 14, 13, 10, 8, 15, 5, 3, 6, 0, 7, 21, 7,{c5.2xlarge=0; c5.xlarge=22; c5a.2xlarge=0; c5a.xlarge=15; d3.2xlarge=0; d3.xlarge=10; i3.2xlarge=15; i3.large=5; i3.xlarge=5; m5.2xlarge=0; m5.large=0; m5.xlarge=7; m5a.2xlarge=6; m5a.large=5; m5a.xlarge=6; m5zn.2xlarge=14; m5zn.large=13; m5zn.xlarge=10; r5.2xlarge=8; r5.large=15; r5.xlarge=5; r5a.2xlarge=3; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=7; z1d.large=21; z1d.xlarge=7},{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=3; i3.large=2; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=1; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.15,40,10,MINMIN,548.9399999999999,12, 0, 9, 56, 0, 11, 0, 0, 0, 8, 0, 7, 7, 0, 11, 22, 0, 11, 5, 7, 26, 0, 5, 0, 5, 4, 0,{c5.2xlarge=12; c5.xlarge=0; c5a.2xlarge=9; c5a.xlarge=56; d3.2xlarge=0; d3.xlarge=11; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=8; m5.large=0; m5.xlarge=7; m5a.2xlarge=7; m5a.large=0; m5a.xlarge=11; m5zn.2xlarge=22; m5zn.large=0; m5zn.xlarge=11; r5.2xlarge=5; r5.large=7; r5.xlarge=26; r5a.2xlarge=0; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=4; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
viralrecon,exponential,0.15,40,10,MAXMIN,548.9599999999998,12, 0, 6, 49, 0, 20, 0, 2, 2, 6, 0, 9, 17, 1, 8, 7, 0, 9, 9, 4, 28, 0, 2, 1, 2, 11, 0,{c5.2xlarge=12; c5.xlarge=0; c5a.2xlarge=6; c5a.xlarge=49; d3.2xlarge=0; d3.xlarge=20; i3.2xlarge=0; i3.large=2; i3.xlarge=2; m5.2xlarge=6; m5.large=0; m5.xlarge=9; m5a.2xlarge=17; m5a.large=1; m5a.xlarge=8; m5zn.2xlarge=7; m5zn.large=0; m5zn.xlarge=9; r5.2xlarge=9; r5.large=4; r5.xlarge=28; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=11; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
viralrecon,exponential,0.15,40,10,MCT,669.4599999999998,4, 0, 5, 46, 0, 13, 0, 0, 1, 7, 0, 8, 14, 0, 11, 13, 0, 15, 9, 7, 32, 0, 4, 1, 4, 11, 0,{c5.2xlarge=4; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=46; d3.2xlarge=0; d3.xlarge=13; i3.2xlarge=0; i3.large=0; i3.xlarge=1; m5.2xlarge=7; m5.large=0; m5.xlarge=8; m5a.2xlarge=14; m5a.large=0; m5a.xlarge=11; m5zn.2xlarge=13; m5zn.large=0; m5zn.xlarge=15; r5.2xlarge=9; r5.large=7; r5.xlarge=32; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=4; z1d.large=11; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=4; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=1; z1d.xlarge=0}
