Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,exponential,0.0,40,0,MINMIN,149.56999999999994,0, 8, 5, 8, 22, 22, 3, 0, 0, 10, 1, 1, 25, 0, 3, 51, 0, 0, 0, 1, 25, 4, 14, 3, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=8; c5a.2xlarge=5; c5a.xlarge=8; d3.2xlarge=22; d3.xlarge=22; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=10; m5.large=1; m5.xlarge=1; m5a.2xlarge=25; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=51; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=0; r5.large=1; r5.xlarge=25; r5a.2xlarge=4; r5a.large=14; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.0,40,60,TEXTDISTANCE,149.56999999999994,9, 15, 14, 0, 9, 13, 15, 15, 10, 0, 0, 0, 10, 8, 9, 11, 0, 7, 8, 0, 0, 11, 0, 11, 9, 0, 22,{c5.2xlarge=9; c5.xlarge=15; c5a.2xlarge=14; c5a.xlarge=0; d3.2xlarge=9; d3.xlarge=13; i3.2xlarge=15; i3.large=15; i3.xlarge=10; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=10; m5a.large=8; m5a.xlarge=9; m5zn.2xlarge=11; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=8; r5.large=0; r5.xlarge=0; r5a.2xlarge=11; r5a.large=0; r5a.xlarge=11; z1d.2xlarge=9; z1d.large=0; z1d.xlarge=22},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.0,40,60,CRITICALPATH,149.56999999999994,11, 11, 8, 0, 9, 20, 12, 7, 13, 0, 0, 0, 9, 8, 7, 14, 0, 9, 8, 0, 0, 11, 0, 13, 18, 0, 18,{c5.2xlarge=11; c5.xlarge=11; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=9; d3.xlarge=20; i3.2xlarge=12; i3.large=7; i3.xlarge=13; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=9; m5a.large=8; m5a.xlarge=7; m5zn.2xlarge=14; m5zn.large=0; m5zn.xlarge=9; r5.2xlarge=8; r5.large=0; r5.xlarge=0; r5a.2xlarge=11; r5a.large=0; r5a.xlarge=13; z1d.2xlarge=18; z1d.large=0; z1d.xlarge=18},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.0,40,60,CRITICALPATHREVERSE,149.56999999999994,9, 7, 14, 0, 8, 11, 9, 12, 16, 0, 0, 0, 14, 8, 8, 14, 0, 13, 6, 0, 0, 15, 0, 15, 12, 0, 15,{c5.2xlarge=9; c5.xlarge=7; c5a.2xlarge=14; c5a.xlarge=0; d3.2xlarge=8; d3.xlarge=11; i3.2xlarge=9; i3.large=12; i3.xlarge=16; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=14; m5a.large=8; m5a.xlarge=8; m5zn.2xlarge=14; m5zn.large=0; m5zn.xlarge=13; r5.2xlarge=6; r5.large=0; r5.xlarge=0; r5a.2xlarge=15; r5a.large=0; r5a.xlarge=15; z1d.2xlarge=12; z1d.large=0; z1d.xlarge=15},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.0,40,60,RESHIV2,149.56999999999994,13, 5, 13, 0, 8, 10, 9, 11, 12, 0, 0, 0, 9, 8, 11, 12, 0, 9, 11, 0, 0, 14, 0, 16, 18, 0, 17,{c5.2xlarge=13; c5.xlarge=5; c5a.2xlarge=13; c5a.xlarge=0; d3.2xlarge=8; d3.xlarge=10; i3.2xlarge=9; i3.large=11; i3.xlarge=12; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=9; m5a.large=8; m5a.xlarge=11; m5zn.2xlarge=12; m5zn.large=0; m5zn.xlarge=9; r5.2xlarge=11; r5.large=0; r5.xlarge=0; r5a.2xlarge=14; r5a.large=0; r5a.xlarge=16; z1d.2xlarge=18; z1d.large=0; z1d.xlarge=17},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.0,40,60,RESHIV3,149.56999999999994,7, 9, 12, 0, 10, 7, 14, 14, 14, 0, 0, 0, 7, 8, 13, 12, 0, 5, 10, 0, 0, 20, 0, 10, 13, 0, 21,{c5.2xlarge=7; c5.xlarge=9; c5a.2xlarge=12; c5a.xlarge=0; d3.2xlarge=10; d3.xlarge=7; i3.2xlarge=14; i3.large=14; i3.xlarge=14; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=7; m5a.large=8; m5a.xlarge=13; m5zn.2xlarge=12; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=10; r5.large=0; r5.xlarge=0; r5a.2xlarge=20; r5a.large=0; r5a.xlarge=10; z1d.2xlarge=13; z1d.large=0; z1d.xlarge=21},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.0,40,60,RESHIMAX,149.56999999999994,13, 8, 8, 0, 3, 20, 12, 11, 17, 0, 0, 0, 2, 11, 12, 12, 0, 2, 15, 0, 0, 13, 0, 13, 13, 0, 21,{c5.2xlarge=13; c5.xlarge=8; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=20; i3.2xlarge=12; i3.large=11; i3.xlarge=17; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=2; m5a.large=11; m5a.xlarge=12; m5zn.2xlarge=12; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=15; r5.large=0; r5.xlarge=0; r5a.2xlarge=13; r5a.large=0; r5a.xlarge=13; z1d.2xlarge=13; z1d.large=0; z1d.xlarge=21},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.0,40,60,RESHIFCFS,149.56999999999994,13, 10, 14, 0, 3, 13, 17, 9, 5, 0, 0, 0, 9, 10, 11, 16, 0, 11, 10, 0, 0, 9, 0, 19, 12, 0, 15,{c5.2xlarge=13; c5.xlarge=10; c5a.2xlarge=14; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=13; i3.2xlarge=17; i3.large=9; i3.xlarge=5; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=9; m5a.large=10; m5a.xlarge=11; m5zn.2xlarge=16; m5zn.large=0; m5zn.xlarge=11; r5.2xlarge=10; r5.large=0; r5.xlarge=0; r5a.2xlarge=9; r5a.large=0; r5a.xlarge=19; z1d.2xlarge=12; z1d.large=0; z1d.xlarge=15},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.0,40,61,MINMIN,149.56999999999994,1, 3, 0, 10, 1, 62, 0, 48, 0, 0, 5, 0, 0, 0, 5, 0, 8, 0, 5, 1, 1, 22, 3, 1, 0, 22, 8,{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=10; d3.2xlarge=1; d3.xlarge=62; i3.2xlarge=0; i3.large=48; i3.xlarge=0; m5.2xlarge=0; m5.large=5; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=0; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=5; r5.large=1; r5.xlarge=1; r5a.2xlarge=22; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=22; z1d.xlarge=8},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
viralrecon,exponential,0.0,40,61,MAXMIN,149.56999999999994,3, 24, 0, 31, 1, 46, 0, 4, 0, 0, 11, 0, 0, 0, 8, 0, 17, 0, 4, 2, 2, 10, 3, 2, 0, 17, 21,{c5.2xlarge=3; c5.xlarge=24; c5a.2xlarge=0; c5a.xlarge=31; d3.2xlarge=1; d3.xlarge=46; i3.2xlarge=0; i3.large=4; i3.xlarge=0; m5.2xlarge=0; m5.large=11; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=0; m5zn.large=17; m5zn.xlarge=0; r5.2xlarge=4; r5.large=2; r5.xlarge=2; r5a.2xlarge=10; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=17; z1d.xlarge=21},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
viralrecon,exponential,0.0,40,61,MCT,149.56999999999994,1, 10, 0, 15, 1, 39, 0, 47, 0, 0, 10, 0, 0, 0, 6, 0, 5, 0, 6, 2, 1, 25, 5, 1, 0, 23, 9,{c5.2xlarge=1; c5.xlarge=10; c5a.2xlarge=0; c5a.xlarge=15; d3.2xlarge=1; d3.xlarge=39; i3.2xlarge=0; i3.large=47; i3.xlarge=0; m5.2xlarge=0; m5.large=10; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=0; m5zn.large=5; m5zn.xlarge=0; r5.2xlarge=6; r5.large=2; r5.xlarge=1; r5a.2xlarge=25; r5a.large=5; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=23; z1d.xlarge=9},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
viralrecon,exponential,0.0,40,61,ROUNDROBIN,149.56999999999994,1, 10, 0, 15, 1, 39, 0, 49, 0, 0, 10, 0, 0, 0, 6, 0, 5, 0, 4, 2, 1, 25, 5, 1, 0, 23, 9,{c5.2xlarge=1; c5.xlarge=10; c5a.2xlarge=0; c5a.xlarge=15; d3.2xlarge=1; d3.xlarge=39; i3.2xlarge=0; i3.large=49; i3.xlarge=0; m5.2xlarge=0; m5.large=10; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=0; m5zn.large=5; m5zn.xlarge=0; r5.2xlarge=4; r5.large=2; r5.xlarge=1; r5a.2xlarge=25; r5a.large=5; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=23; z1d.xlarge=9},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
viralrecon,exponential,0.0,40,61,STATIC,149.56999999999996,1, 10, 0, 67, 1, 31, 0, 7, 0, 0, 5, 0, 0, 0, 5, 0, 9, 0, 1, 1, 2, 8, 1, 2, 0, 17, 37,{c5.2xlarge=1; c5.xlarge=10; c5a.2xlarge=0; c5a.xlarge=67; d3.2xlarge=1; d3.xlarge=31; i3.2xlarge=0; i3.large=7; i3.xlarge=0; m5.2xlarge=0; m5.large=5; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=0; m5zn.large=9; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=8; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=17; z1d.xlarge=37},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
viralrecon,exponential,0.0,40,61,NOML,149.56999999999994,11, 10, 0, 14, 9, 17, 6, 6, 2, 0, 17, 0, 8, 17, 11, 0, 16, 0, 8, 6, 8, 7, 9, 7, 0, 9, 8,{c5.2xlarge=11; c5.xlarge=10; c5a.2xlarge=0; c5a.xlarge=14; d3.2xlarge=9; d3.xlarge=17; i3.2xlarge=6; i3.large=6; i3.xlarge=2; m5.2xlarge=0; m5.large=17; m5.xlarge=0; m5a.2xlarge=8; m5a.large=17; m5a.xlarge=11; m5zn.2xlarge=0; m5zn.large=16; m5zn.xlarge=0; r5.2xlarge=8; r5.large=6; r5.xlarge=8; r5a.2xlarge=7; r5a.large=9; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=8},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
viralrecon,exponential,0.0,40,61,CUSTOMCLUSTERNOML,149.56999999999994,13, 6, 0, 12, 11, 18, 7, 12, 11, 0, 13, 0, 2, 14, 9, 0, 8, 0, 5, 8, 16, 7, 4, 8, 0, 11, 11,{c5.2xlarge=13; c5.xlarge=6; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=11; d3.xlarge=18; i3.2xlarge=7; i3.large=12; i3.xlarge=11; m5.2xlarge=0; m5.large=13; m5.xlarge=0; m5a.2xlarge=2; m5a.large=14; m5a.xlarge=9; m5zn.2xlarge=0; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=5; r5.large=8; r5.xlarge=16; r5a.2xlarge=7; r5a.large=4; r5a.xlarge=8; z1d.2xlarge=0; z1d.large=11; z1d.xlarge=11},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
viralrecon,exponential,0.0,40,61,TEXTDISTANCE,149.56999999999994,9, 5, 0, 6, 9, 15, 10, 8, 9, 0, 16, 0, 2, 19, 14, 0, 10, 0, 8, 11, 9, 12, 9, 6, 0, 11, 8,{c5.2xlarge=9; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=6; d3.2xlarge=9; d3.xlarge=15; i3.2xlarge=10; i3.large=8; i3.xlarge=9; m5.2xlarge=0; m5.large=16; m5.xlarge=0; m5a.2xlarge=2; m5a.large=19; m5a.xlarge=14; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=8; r5.large=11; r5.xlarge=9; r5a.2xlarge=12; r5a.large=9; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=11; z1d.xlarge=8},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
viralrecon,exponential,0.0,40,61,CRITICALPATH,149.56999999999994,8, 3, 0, 13, 7, 9, 9, 11, 8, 0, 15, 0, 11, 10, 12, 0, 13, 0, 6, 9, 6, 7, 7, 18, 0, 16, 8,{c5.2xlarge=8; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=13; d3.2xlarge=7; d3.xlarge=9; i3.2xlarge=9; i3.large=11; i3.xlarge=8; m5.2xlarge=0; m5.large=15; m5.xlarge=0; m5a.2xlarge=11; m5a.large=10; m5a.xlarge=12; m5zn.2xlarge=0; m5zn.large=13; m5zn.xlarge=0; r5.2xlarge=6; r5.large=9; r5.xlarge=6; r5a.2xlarge=7; r5a.large=7; r5a.xlarge=18; z1d.2xlarge=0; z1d.large=16; z1d.xlarge=8},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
viralrecon,exponential,0.0,40,61,CRITICALPATHREVERSE,149.56999999999994,11, 7, 0, 16, 9, 12, 9, 7, 3, 0, 13, 0, 10, 13, 13, 0, 12, 0, 9, 4, 9, 5, 10, 7, 0, 13, 14,{c5.2xlarge=11; c5.xlarge=7; c5a.2xlarge=0; c5a.xlarge=16; d3.2xlarge=9; d3.xlarge=12; i3.2xlarge=9; i3.large=7; i3.xlarge=3; m5.2xlarge=0; m5.large=13; m5.xlarge=0; m5a.2xlarge=10; m5a.large=13; m5a.xlarge=13; m5zn.2xlarge=0; m5zn.large=12; m5zn.xlarge=0; r5.2xlarge=9; r5.large=4; r5.xlarge=9; r5a.2xlarge=5; r5a.large=10; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=13; z1d.xlarge=14},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
viralrecon,exponential,0.0,40,61,RESHIV2,149.56999999999994,13, 6, 0, 18, 8, 7, 8, 12, 5, 0, 20, 0, 2, 15, 9, 0, 15, 0, 7, 6, 10, 9, 5, 6, 0, 11, 14,{c5.2xlarge=13; c5.xlarge=6; c5a.2xlarge=0; c5a.xlarge=18; d3.2xlarge=8; d3.xlarge=7; i3.2xlarge=8; i3.large=12; i3.xlarge=5; m5.2xlarge=0; m5.large=20; m5.xlarge=0; m5a.2xlarge=2; m5a.large=15; m5a.xlarge=9; m5zn.2xlarge=0; m5zn.large=15; m5zn.xlarge=0; r5.2xlarge=7; r5.large=6; r5.xlarge=10; r5a.2xlarge=9; r5a.large=5; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=11; z1d.xlarge=14},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
viralrecon,exponential,0.0,40,61,RESHIV3,149.56999999999994,12, 2, 0, 12, 9, 11, 3, 10, 8, 0, 12, 0, 2, 10, 9, 0, 14, 0, 11, 11, 18, 7, 11, 9, 0, 10, 15,{c5.2xlarge=12; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=9; d3.xlarge=11; i3.2xlarge=3; i3.large=10; i3.xlarge=8; m5.2xlarge=0; m5.large=12; m5.xlarge=0; m5a.2xlarge=2; m5a.large=10; m5a.xlarge=9; m5zn.2xlarge=0; m5zn.large=14; m5zn.xlarge=0; r5.2xlarge=11; r5.large=11; r5.xlarge=18; r5a.2xlarge=7; r5a.large=11; r5a.xlarge=9; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=15},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
