Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
methylseq,exponential,0.2,40,0,MINMIN,1624.379999999998,0, 53, 83, 56, 71, 47, 24, 22, 0, 54, 22, 73, 50, 0, 46, 82, 0, 29, 0, 25, 57, 70, 64, 46, 0, 0, 26,{c5.2xlarge=0; c5.xlarge=53; c5a.2xlarge=83; c5a.xlarge=56; d3.2xlarge=71; d3.xlarge=47; i3.2xlarge=24; i3.large=22; i3.xlarge=0; m5.2xlarge=54; m5.large=22; m5.xlarge=73; m5a.2xlarge=50; m5a.large=0; m5a.xlarge=46; m5zn.2xlarge=82; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=25; r5.xlarge=57; r5a.2xlarge=70; r5a.large=64; r5a.xlarge=46; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=26},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,exponential,0.2,40,61,CRITICALPATHREVERSE,1605.9499999999973,59, 25, 0, 50, 23, 123, 23, 25, 21, 0, 93, 0, 23, 50, 72, 0, 110, 0, 25, 24, 50, 23, 26, 26, 0, 75, 54,{c5.2xlarge=59; c5.xlarge=25; c5a.2xlarge=0; c5a.xlarge=50; d3.2xlarge=23; d3.xlarge=123; i3.2xlarge=23; i3.large=25; i3.xlarge=21; m5.2xlarge=0; m5.large=93; m5.xlarge=0; m5a.2xlarge=23; m5a.large=50; m5a.xlarge=72; m5zn.2xlarge=0; m5zn.large=110; m5zn.xlarge=0; r5.2xlarge=25; r5.large=24; r5.xlarge=50; r5a.2xlarge=23; r5a.large=26; r5a.xlarge=26; z1d.2xlarge=0; z1d.large=75; z1d.xlarge=54},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
methylseq,exponential,0.2,40,61,RESHIV2,1606.3099999999972,58, 25, 0, 51, 26, 131, 24, 22, 19, 0, 88, 0, 26, 50, 67, 0, 114, 0, 24, 25, 49, 23, 23, 26, 0, 77, 52,{c5.2xlarge=58; c5.xlarge=25; c5a.2xlarge=0; c5a.xlarge=51; d3.2xlarge=26; d3.xlarge=131; i3.2xlarge=24; i3.large=22; i3.xlarge=19; m5.2xlarge=0; m5.large=88; m5.xlarge=0; m5a.2xlarge=26; m5a.large=50; m5a.xlarge=67; m5zn.2xlarge=0; m5zn.large=114; m5zn.xlarge=0; r5.2xlarge=24; r5.large=25; r5.xlarge=49; r5a.2xlarge=23; r5a.large=23; r5a.xlarge=26; z1d.2xlarge=0; z1d.large=77; z1d.xlarge=52},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
methylseq,exponential,0.2,40,61,RESHIV3,1602.6899999999966,56, 26, 0, 58, 27, 122, 25, 22, 22, 0, 90, 0, 27, 43, 66, 0, 112, 0, 25, 28, 54, 24, 22, 24, 0, 73, 54,{c5.2xlarge=56; c5.xlarge=26; c5a.2xlarge=0; c5a.xlarge=58; d3.2xlarge=27; d3.xlarge=122; i3.2xlarge=25; i3.large=22; i3.xlarge=22; m5.2xlarge=0; m5.large=90; m5.xlarge=0; m5a.2xlarge=27; m5a.large=43; m5a.xlarge=66; m5zn.2xlarge=0; m5zn.large=112; m5zn.xlarge=0; r5.2xlarge=25; r5.large=28; r5.xlarge=54; r5a.2xlarge=24; r5a.large=22; r5a.xlarge=24; z1d.2xlarge=0; z1d.large=73; z1d.xlarge=54},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
methylseq,exponential,0.2,40,61,RESHIMAX,1605.3799999999972,57, 26, 0, 55, 25, 127, 22, 23, 21, 0, 102, 0, 23, 48, 67, 0, 113, 0, 28, 25, 50, 21, 22, 19, 0, 73, 53,{c5.2xlarge=57; c5.xlarge=26; c5a.2xlarge=0; c5a.xlarge=55; d3.2xlarge=25; d3.xlarge=127; i3.2xlarge=22; i3.large=23; i3.xlarge=21; m5.2xlarge=0; m5.large=102; m5.xlarge=0; m5a.2xlarge=23; m5a.large=48; m5a.xlarge=67; m5zn.2xlarge=0; m5zn.large=113; m5zn.xlarge=0; r5.2xlarge=28; r5.large=25; r5.xlarge=50; r5a.2xlarge=21; r5a.large=22; r5a.xlarge=19; z1d.2xlarge=0; z1d.large=73; z1d.xlarge=53},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
methylseq,exponential,0.2,40,61,RESHIFCFS,1605.959999999997,57, 25, 0, 53, 26, 120, 25, 23, 22, 0, 100, 0, 23, 49, 62, 0, 113, 0, 28, 24, 53, 24, 22, 21, 0, 74, 56,{c5.2xlarge=57; c5.xlarge=25; c5a.2xlarge=0; c5a.xlarge=53; d3.2xlarge=26; d3.xlarge=120; i3.2xlarge=25; i3.large=23; i3.xlarge=22; m5.2xlarge=0; m5.large=100; m5.xlarge=0; m5a.2xlarge=23; m5a.large=49; m5a.xlarge=62; m5zn.2xlarge=0; m5zn.large=113; m5zn.xlarge=0; r5.2xlarge=28; r5.large=24; r5.xlarge=53; r5a.2xlarge=24; r5a.large=22; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=74; z1d.xlarge=56},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=2}
methylseq,exponential,0.2,40,62,MINMIN,1594.8699999999974,27, 25, 49, 27, 73, 53, 45, 0, 45, 45, 71, 24, 26, 41, 21, 82, 89, 86, 0, 0, 0, 22, 71, 0, 0, 52, 26,{c5.2xlarge=27; c5.xlarge=25; c5a.2xlarge=49; c5a.xlarge=27; d3.2xlarge=73; d3.xlarge=53; i3.2xlarge=45; i3.large=0; i3.xlarge=45; m5.2xlarge=45; m5.large=71; m5.xlarge=24; m5a.2xlarge=26; m5a.large=41; m5a.xlarge=21; m5zn.2xlarge=82; m5zn.large=89; m5zn.xlarge=86; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=22; r5a.large=71; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=52; z1d.xlarge=26},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=3; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
methylseq,exponential,0.2,40,62,MAXMIN,1617.2299999999975,27, 24, 51, 29, 76, 50, 45, 0, 48, 52, 73, 26, 22, 44, 21, 82, 82, 81, 0, 0, 0, 22, 66, 0, 0, 53, 26,{c5.2xlarge=27; c5.xlarge=24; c5a.2xlarge=51; c5a.xlarge=29; d3.2xlarge=76; d3.xlarge=50; i3.2xlarge=45; i3.large=0; i3.xlarge=48; m5.2xlarge=52; m5.large=73; m5.xlarge=26; m5a.2xlarge=22; m5a.large=44; m5a.xlarge=21; m5zn.2xlarge=82; m5zn.large=82; m5zn.xlarge=81; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=22; r5a.large=66; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=53; z1d.xlarge=26},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=3; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
methylseq,exponential,0.2,40,62,MCT,1592.5499999999972,30, 25, 52, 28, 73, 50, 44, 0, 47, 51, 69, 23, 24, 47, 21, 90, 80, 78, 0, 0, 0, 20, 66, 0, 0, 54, 28,{c5.2xlarge=30; c5.xlarge=25; c5a.2xlarge=52; c5a.xlarge=28; d3.2xlarge=73; d3.xlarge=50; i3.2xlarge=44; i3.large=0; i3.xlarge=47; m5.2xlarge=51; m5.large=69; m5.xlarge=23; m5a.2xlarge=24; m5a.large=47; m5a.xlarge=21; m5zn.2xlarge=90; m5zn.large=80; m5zn.xlarge=78; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=20; r5a.large=66; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=54; z1d.xlarge=28},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=3; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
methylseq,exponential,0.2,40,62,ROUNDROBIN,1594.4599999999975,30, 24, 51, 25, 72, 56, 44, 0, 42, 49, 71, 25, 22, 44, 23, 83, 89, 77, 0, 0, 0, 23, 69, 0, 0, 53, 28,{c5.2xlarge=30; c5.xlarge=24; c5a.2xlarge=51; c5a.xlarge=25; d3.2xlarge=72; d3.xlarge=56; i3.2xlarge=44; i3.large=0; i3.xlarge=42; m5.2xlarge=49; m5.large=71; m5.xlarge=25; m5a.2xlarge=22; m5a.large=44; m5a.xlarge=23; m5zn.2xlarge=83; m5zn.large=89; m5zn.xlarge=77; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=23; r5a.large=69; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=53; z1d.xlarge=28},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=3; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
methylseq,exponential,0.2,40,62,STATIC,2579.259999999995,33, 28, 49, 28, 73, 59, 40, 0, 46, 53, 78, 26, 16, 43, 25, 81, 84, 73, 0, 0, 0, 21, 61, 0, 0, 57, 26,{c5.2xlarge=33; c5.xlarge=28; c5a.2xlarge=49; c5a.xlarge=28; d3.2xlarge=73; d3.xlarge=59; i3.2xlarge=40; i3.large=0; i3.xlarge=46; m5.2xlarge=53; m5.large=78; m5.xlarge=26; m5a.2xlarge=16; m5a.large=43; m5a.xlarge=25; m5zn.2xlarge=81; m5zn.large=84; m5zn.xlarge=73; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=21; r5a.large=61; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=57; z1d.xlarge=26},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=3; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
methylseq,exponential,0.2,40,62,NOML,1600.1199999999976,32, 24, 53, 24, 73, 51, 41, 0, 46, 51, 77, 27, 24, 45, 25, 83, 84, 80, 0, 0, 0, 24, 63, 0, 0, 48, 25,{c5.2xlarge=32; c5.xlarge=24; c5a.2xlarge=53; c5a.xlarge=24; d3.2xlarge=73; d3.xlarge=51; i3.2xlarge=41; i3.large=0; i3.xlarge=46; m5.2xlarge=51; m5.large=77; m5.xlarge=27; m5a.2xlarge=24; m5a.large=45; m5a.xlarge=25; m5zn.2xlarge=83; m5zn.large=84; m5zn.xlarge=80; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=24; r5a.large=63; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=48; z1d.xlarge=25},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=3; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
methylseq,exponential,0.2,40,62,CUSTOMCLUSTERNOML,1592.3399999999974,28, 24, 54, 28, 81, 54, 43, 0, 40, 52, 71, 23, 24, 45, 21, 82, 89, 86, 0, 0, 0, 25, 58, 0, 0, 47, 25,{c5.2xlarge=28; c5.xlarge=24; c5a.2xlarge=54; c5a.xlarge=28; d3.2xlarge=81; d3.xlarge=54; i3.2xlarge=43; i3.large=0; i3.xlarge=40; m5.2xlarge=52; m5.large=71; m5.xlarge=23; m5a.2xlarge=24; m5a.large=45; m5a.xlarge=21; m5zn.2xlarge=82; m5zn.large=89; m5zn.xlarge=86; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=25; r5a.large=58; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=47; z1d.xlarge=25},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=3; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
methylseq,exponential,0.2,40,62,TEXTDISTANCE,1592.3999999999976,27, 24, 48, 27, 71, 50, 44, 0, 45, 51, 76, 24, 23, 40, 27, 88, 79, 83, 0, 0, 0, 28, 68, 0, 0, 51, 26,{c5.2xlarge=27; c5.xlarge=24; c5a.2xlarge=48; c5a.xlarge=27; d3.2xlarge=71; d3.xlarge=50; i3.2xlarge=44; i3.large=0; i3.xlarge=45; m5.2xlarge=51; m5.large=76; m5.xlarge=24; m5a.2xlarge=23; m5a.large=40; m5a.xlarge=27; m5zn.2xlarge=88; m5zn.large=79; m5zn.xlarge=83; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=28; r5a.large=68; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=51; z1d.xlarge=26},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=3; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
methylseq,exponential,0.2,40,62,CRITICALPATH,1593.5499999999975,30, 26, 51, 26, 74, 50, 49, 0, 44, 50, 71, 27, 24, 46, 21, 88, 85, 80, 0, 0, 0, 21, 64, 0, 0, 47, 26,{c5.2xlarge=30; c5.xlarge=26; c5a.2xlarge=51; c5a.xlarge=26; d3.2xlarge=74; d3.xlarge=50; i3.2xlarge=49; i3.large=0; i3.xlarge=44; m5.2xlarge=50; m5.large=71; m5.xlarge=27; m5a.2xlarge=24; m5a.large=46; m5a.xlarge=21; m5zn.2xlarge=88; m5zn.large=85; m5zn.xlarge=80; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=21; r5a.large=64; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=47; z1d.xlarge=26},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=3; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
methylseq,exponential,0.2,40,62,CRITICALPATHREVERSE,1594.1299999999976,29, 24, 56, 27, 74, 52, 45, 0, 43, 50, 76, 23, 24, 44, 21, 82, 86, 82, 0, 0, 0, 22, 64, 0, 0, 48, 28,{c5.2xlarge=29; c5.xlarge=24; c5a.2xlarge=56; c5a.xlarge=27; d3.2xlarge=74; d3.xlarge=52; i3.2xlarge=45; i3.large=0; i3.xlarge=43; m5.2xlarge=50; m5.large=76; m5.xlarge=23; m5a.2xlarge=24; m5a.large=44; m5a.xlarge=21; m5zn.2xlarge=82; m5zn.large=86; m5zn.xlarge=82; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=22; r5a.large=64; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=48; z1d.xlarge=28},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=3; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
methylseq,exponential,0.2,40,62,RESHIV2,1594.1099999999974,27, 25, 52, 27, 71, 54, 50, 0, 43, 48, 70, 26, 22, 46, 22, 86, 88, 77, 0, 0, 0, 24, 64, 0, 0, 49, 29,{c5.2xlarge=27; c5.xlarge=25; c5a.2xlarge=52; c5a.xlarge=27; d3.2xlarge=71; d3.xlarge=54; i3.2xlarge=50; i3.large=0; i3.xlarge=43; m5.2xlarge=48; m5.large=70; m5.xlarge=26; m5a.2xlarge=22; m5a.large=46; m5a.xlarge=22; m5zn.2xlarge=86; m5zn.large=88; m5zn.xlarge=77; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=24; r5a.large=64; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=49; z1d.xlarge=29},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=3; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
methylseq,exponential,0.2,40,62,RESHIV3,1594.8899999999971,29, 25, 52, 31, 73, 52, 45, 0, 40, 49, 65, 28, 22, 45, 22, 91, 78, 83, 0, 0, 0, 25, 69, 0, 0, 49, 27,{c5.2xlarge=29; c5.xlarge=25; c5a.2xlarge=52; c5a.xlarge=31; d3.2xlarge=73; d3.xlarge=52; i3.2xlarge=45; i3.large=0; i3.xlarge=40; m5.2xlarge=49; m5.large=65; m5.xlarge=28; m5a.2xlarge=22; m5a.large=45; m5a.xlarge=22; m5zn.2xlarge=91; m5zn.large=78; m5zn.xlarge=83; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=25; r5a.large=69; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=49; z1d.xlarge=27},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=3; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
methylseq,exponential,0.2,40,62,RESHIMAX,1593.6599999999974,29, 24, 52, 28, 75, 55, 47, 0, 40, 49, 67, 24, 22, 45, 23, 83, 88, 84, 0, 0, 0, 20, 62, 0, 0, 54, 29,{c5.2xlarge=29; c5.xlarge=24; c5a.2xlarge=52; c5a.xlarge=28; d3.2xlarge=75; d3.xlarge=55; i3.2xlarge=47; i3.large=0; i3.xlarge=40; m5.2xlarge=49; m5.large=67; m5.xlarge=24; m5a.2xlarge=22; m5a.large=45; m5a.xlarge=23; m5zn.2xlarge=83; m5zn.large=88; m5zn.xlarge=84; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=20; r5a.large=62; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=54; z1d.xlarge=29},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=3; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
methylseq,exponential,0.2,40,62,RESHIFCFS,1593.8499999999974,30, 28, 49, 29, 74, 50, 47, 0, 45, 51, 72, 26, 22, 42, 23, 86, 85, 82, 0, 0, 0, 23, 61, 0, 0, 46, 29,{c5.2xlarge=30; c5.xlarge=28; c5a.2xlarge=49; c5a.xlarge=29; d3.2xlarge=74; d3.xlarge=50; i3.2xlarge=47; i3.large=0; i3.xlarge=45; m5.2xlarge=51; m5.large=72; m5.xlarge=26; m5a.2xlarge=22; m5a.large=42; m5a.xlarge=23; m5zn.2xlarge=86; m5zn.large=85; m5zn.xlarge=82; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=23; r5a.large=61; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=46; z1d.xlarge=29},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=3; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
