Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
methylseq,exponential,0.15,40,0,MINMIN,1604.4699999999978,0, 51, 82, 56, 76, 54, 21, 23, 0, 52, 21, 80, 44, 0, 44, 89, 0, 29, 0, 24, 47, 66, 64, 46, 0, 0, 31,{c5.2xlarge=0; c5.xlarge=51; c5a.2xlarge=82; c5a.xlarge=56; d3.2xlarge=76; d3.xlarge=54; i3.2xlarge=21; i3.large=23; i3.xlarge=0; m5.2xlarge=52; m5.large=21; m5.xlarge=80; m5a.2xlarge=44; m5a.large=0; m5a.xlarge=44; m5zn.2xlarge=89; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=24; r5.xlarge=47; r5a.2xlarge=66; r5a.large=64; r5a.xlarge=46; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=31},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,exponential,0.15,40,29,NOML,1608.149999999998,34, 27, 52, 52, 25, 0, 22, 25, 0, 107, 0, 118, 45, 27, 0, 53, 0, 57, 26, 47, 25, 66, 68, 24, 0, 75, 25,{c5.2xlarge=34; c5.xlarge=27; c5a.2xlarge=52; c5a.xlarge=52; d3.2xlarge=25; d3.xlarge=0; i3.2xlarge=22; i3.large=25; i3.xlarge=0; m5.2xlarge=107; m5.large=0; m5.xlarge=118; m5a.2xlarge=45; m5a.large=27; m5a.xlarge=0; m5zn.2xlarge=53; m5zn.large=0; m5zn.xlarge=57; r5.2xlarge=26; r5.large=47; r5.xlarge=25; r5a.2xlarge=66; r5a.large=68; r5a.xlarge=24; z1d.2xlarge=0; z1d.large=75; z1d.xlarge=25},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
methylseq,exponential,0.15,40,29,CUSTOMCLUSTERNOML,1600.219999999998,32, 22, 53, 54, 27, 0, 25, 22, 0, 106, 0, 123, 43, 22, 0, 60, 0, 53, 26, 47, 26, 70, 65, 21, 0, 76, 27,{c5.2xlarge=32; c5.xlarge=22; c5a.2xlarge=53; c5a.xlarge=54; d3.2xlarge=27; d3.xlarge=0; i3.2xlarge=25; i3.large=22; i3.xlarge=0; m5.2xlarge=106; m5.large=0; m5.xlarge=123; m5a.2xlarge=43; m5a.large=22; m5a.xlarge=0; m5zn.2xlarge=60; m5zn.large=0; m5zn.xlarge=53; r5.2xlarge=26; r5.large=47; r5.xlarge=26; r5a.2xlarge=70; r5a.large=65; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=76; z1d.xlarge=27},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
methylseq,exponential,0.15,40,29,TEXTDISTANCE,1596.4099999999976,28, 26, 49, 56, 22, 0, 25, 23, 0, 101, 0, 123, 46, 26, 0, 54, 0, 58, 25, 50, 22, 69, 68, 25, 0, 77, 27,{c5.2xlarge=28; c5.xlarge=26; c5a.2xlarge=49; c5a.xlarge=56; d3.2xlarge=22; d3.xlarge=0; i3.2xlarge=25; i3.large=23; i3.xlarge=0; m5.2xlarge=101; m5.large=0; m5.xlarge=123; m5a.2xlarge=46; m5a.large=26; m5a.xlarge=0; m5zn.2xlarge=54; m5zn.large=0; m5zn.xlarge=58; r5.2xlarge=25; r5.large=50; r5.xlarge=22; r5a.2xlarge=69; r5a.large=68; r5a.xlarge=25; z1d.2xlarge=0; z1d.large=77; z1d.xlarge=27},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
methylseq,exponential,0.15,40,29,CRITICALPATH,1602.6499999999976,28, 25, 51, 51, 26, 0, 22, 23, 0, 100, 0, 128, 46, 25, 0, 60, 0, 52, 26, 47, 26, 71, 65, 22, 0, 78, 28,{c5.2xlarge=28; c5.xlarge=25; c5a.2xlarge=51; c5a.xlarge=51; d3.2xlarge=26; d3.xlarge=0; i3.2xlarge=22; i3.large=23; i3.xlarge=0; m5.2xlarge=100; m5.large=0; m5.xlarge=128; m5a.2xlarge=46; m5a.large=25; m5a.xlarge=0; m5zn.2xlarge=60; m5zn.large=0; m5zn.xlarge=52; r5.2xlarge=26; r5.large=47; r5.xlarge=26; r5a.2xlarge=71; r5a.large=65; r5a.xlarge=22; z1d.2xlarge=0; z1d.large=78; z1d.xlarge=28},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
methylseq,exponential,0.15,40,29,CRITICALPATHREVERSE,1603.0799999999977,28, 29, 56, 52, 24, 0, 23, 22, 0, 98, 0, 123, 44, 29, 0, 57, 0, 60, 26, 48, 26, 65, 63, 23, 0, 78, 26,{c5.2xlarge=28; c5.xlarge=29; c5a.2xlarge=56; c5a.xlarge=52; d3.2xlarge=24; d3.xlarge=0; i3.2xlarge=23; i3.large=22; i3.xlarge=0; m5.2xlarge=98; m5.large=0; m5.xlarge=123; m5a.2xlarge=44; m5a.large=29; m5a.xlarge=0; m5zn.2xlarge=57; m5zn.large=0; m5zn.xlarge=60; r5.2xlarge=26; r5.large=48; r5.xlarge=26; r5a.2xlarge=65; r5a.large=63; r5a.xlarge=23; z1d.2xlarge=0; z1d.large=78; z1d.xlarge=26},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
methylseq,exponential,0.15,40,29,RESHIV2,1603.0899999999976,31, 24, 55, 55, 27, 0, 23, 20, 0, 104, 0, 119, 48, 24, 0, 60, 0, 59, 25, 46, 26, 68, 62, 21, 0, 75, 28,{c5.2xlarge=31; c5.xlarge=24; c5a.2xlarge=55; c5a.xlarge=55; d3.2xlarge=27; d3.xlarge=0; i3.2xlarge=23; i3.large=20; i3.xlarge=0; m5.2xlarge=104; m5.large=0; m5.xlarge=119; m5a.2xlarge=48; m5a.large=24; m5a.xlarge=0; m5zn.2xlarge=60; m5zn.large=0; m5zn.xlarge=59; r5.2xlarge=25; r5.large=46; r5.xlarge=26; r5a.2xlarge=68; r5a.large=62; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=75; z1d.xlarge=28},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
methylseq,exponential,0.15,40,29,RESHIV3,1598.9499999999978,29, 23, 57, 54, 24, 0, 21, 25, 0, 98, 0, 124, 46, 23, 0, 63, 0, 56, 25, 49, 26, 64, 66, 22, 0, 79, 26,{c5.2xlarge=29; c5.xlarge=23; c5a.2xlarge=57; c5a.xlarge=54; d3.2xlarge=24; d3.xlarge=0; i3.2xlarge=21; i3.large=25; i3.xlarge=0; m5.2xlarge=98; m5.large=0; m5.xlarge=124; m5a.2xlarge=46; m5a.large=23; m5a.xlarge=0; m5zn.2xlarge=63; m5zn.large=0; m5zn.xlarge=56; r5.2xlarge=25; r5.large=49; r5.xlarge=26; r5a.2xlarge=64; r5a.large=66; r5a.xlarge=22; z1d.2xlarge=0; z1d.large=79; z1d.xlarge=26},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
methylseq,exponential,0.15,40,29,RESHIMAX,1603.1799999999976,30, 26, 49, 52, 24, 0, 23, 23, 0, 97, 0, 124, 50, 25, 0, 62, 0, 53, 24, 49, 25, 69, 66, 26, 0, 75, 28,{c5.2xlarge=30; c5.xlarge=26; c5a.2xlarge=49; c5a.xlarge=52; d3.2xlarge=24; d3.xlarge=0; i3.2xlarge=23; i3.large=23; i3.xlarge=0; m5.2xlarge=97; m5.large=0; m5.xlarge=124; m5a.2xlarge=50; m5a.large=25; m5a.xlarge=0; m5zn.2xlarge=62; m5zn.large=0; m5zn.xlarge=53; r5.2xlarge=24; r5.large=49; r5.xlarge=25; r5a.2xlarge=69; r5a.large=66; r5a.xlarge=26; z1d.2xlarge=0; z1d.large=75; z1d.xlarge=28},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
methylseq,exponential,0.15,40,29,RESHIFCFS,1602.6899999999973,30, 27, 50, 54, 27, 0, 25, 25, 0, 96, 0, 128, 46, 25, 0, 59, 0, 54, 27, 44, 24, 67, 68, 21, 0, 74, 29,{c5.2xlarge=30; c5.xlarge=27; c5a.2xlarge=50; c5a.xlarge=54; d3.2xlarge=27; d3.xlarge=0; i3.2xlarge=25; i3.large=25; i3.xlarge=0; m5.2xlarge=96; m5.large=0; m5.xlarge=128; m5a.2xlarge=46; m5a.large=25; m5a.xlarge=0; m5zn.2xlarge=59; m5zn.large=0; m5zn.xlarge=54; r5.2xlarge=27; r5.large=44; r5.xlarge=24; r5a.2xlarge=67; r5a.large=68; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=74; z1d.xlarge=29},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
methylseq,exponential,0.15,40,30,MINMIN,1610.8299999999967,56, 0, 26, 0, 75, 0, 47, 0, 67, 48, 26, 26, 43, 25, 93, 83, 55, 29, 48, 48, 84, 22, 23, 23, 0, 53, 0,{c5.2xlarge=56; c5.xlarge=0; c5a.2xlarge=26; c5a.xlarge=0; d3.2xlarge=75; d3.xlarge=0; i3.2xlarge=47; i3.large=0; i3.xlarge=67; m5.2xlarge=48; m5.large=26; m5.xlarge=26; m5a.2xlarge=43; m5a.large=25; m5a.xlarge=93; m5zn.2xlarge=83; m5zn.large=55; m5zn.xlarge=29; r5.2xlarge=48; r5.large=48; r5.xlarge=84; r5a.2xlarge=22; r5a.large=23; r5a.xlarge=23; z1d.2xlarge=0; z1d.large=53; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
methylseq,exponential,0.15,40,30,MAXMIN,1605.529999999996,59, 0, 28, 0, 79, 0, 48, 0, 68, 51, 24, 28, 43, 24, 95, 84, 54, 28, 48, 46, 72, 21, 24, 24, 0, 52, 0,{c5.2xlarge=59; c5.xlarge=0; c5a.2xlarge=28; c5a.xlarge=0; d3.2xlarge=79; d3.xlarge=0; i3.2xlarge=48; i3.large=0; i3.xlarge=68; m5.2xlarge=51; m5.large=24; m5.xlarge=28; m5a.2xlarge=43; m5a.large=24; m5a.xlarge=95; m5zn.2xlarge=84; m5zn.large=54; m5zn.xlarge=28; r5.2xlarge=48; r5.large=46; r5.xlarge=72; r5a.2xlarge=21; r5a.large=24; r5a.xlarge=24; z1d.2xlarge=0; z1d.large=52; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
methylseq,exponential,0.15,40,30,MCT,1606.6799999999967,58, 0, 27, 0, 77, 0, 49, 0, 66, 50, 21, 27, 49, 23, 91, 87, 54, 31, 50, 45, 74, 25, 20, 24, 0, 52, 0,{c5.2xlarge=58; c5.xlarge=0; c5a.2xlarge=27; c5a.xlarge=0; d3.2xlarge=77; d3.xlarge=0; i3.2xlarge=49; i3.large=0; i3.xlarge=66; m5.2xlarge=50; m5.large=21; m5.xlarge=27; m5a.2xlarge=49; m5a.large=23; m5a.xlarge=91; m5zn.2xlarge=87; m5zn.large=54; m5zn.xlarge=31; r5.2xlarge=50; r5.large=45; r5.xlarge=74; r5a.2xlarge=25; r5a.large=20; r5a.xlarge=24; z1d.2xlarge=0; z1d.large=52; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
methylseq,exponential,0.15,40,30,ROUNDROBIN,1604.8599999999967,53, 0, 30, 0, 74, 0, 46, 0, 69, 48, 22, 25, 47, 25, 96, 93, 57, 26, 50, 49, 77, 24, 20, 19, 0, 50, 0,{c5.2xlarge=53; c5.xlarge=0; c5a.2xlarge=30; c5a.xlarge=0; d3.2xlarge=74; d3.xlarge=0; i3.2xlarge=46; i3.large=0; i3.xlarge=69; m5.2xlarge=48; m5.large=22; m5.xlarge=25; m5a.2xlarge=47; m5a.large=25; m5a.xlarge=96; m5zn.2xlarge=93; m5zn.large=57; m5zn.xlarge=26; r5.2xlarge=50; r5.large=49; r5.xlarge=77; r5a.2xlarge=24; r5a.large=20; r5a.xlarge=19; z1d.2xlarge=0; z1d.large=50; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
methylseq,exponential,0.15,40,30,STATIC,1626.4099999999964,59, 0, 27, 0, 80, 0, 43, 0, 67, 50, 23, 24, 44, 24, 83, 95, 60, 29, 48, 50, 76, 22, 21, 19, 0, 56, 0,{c5.2xlarge=59; c5.xlarge=0; c5a.2xlarge=27; c5a.xlarge=0; d3.2xlarge=80; d3.xlarge=0; i3.2xlarge=43; i3.large=0; i3.xlarge=67; m5.2xlarge=50; m5.large=23; m5.xlarge=24; m5a.2xlarge=44; m5a.large=24; m5a.xlarge=83; m5zn.2xlarge=95; m5zn.large=60; m5zn.xlarge=29; r5.2xlarge=48; r5.large=50; r5.xlarge=76; r5a.2xlarge=22; r5a.large=21; r5a.xlarge=19; z1d.2xlarge=0; z1d.large=56; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
methylseq,exponential,0.15,40,30,NOML,1613.139999999996,58, 0, 27, 0, 72, 0, 44, 0, 61, 50, 27, 26, 48, 27, 95, 83, 55, 32, 47, 46, 77, 24, 22, 25, 0, 54, 0,{c5.2xlarge=58; c5.xlarge=0; c5a.2xlarge=27; c5a.xlarge=0; d3.2xlarge=72; d3.xlarge=0; i3.2xlarge=44; i3.large=0; i3.xlarge=61; m5.2xlarge=50; m5.large=27; m5.xlarge=26; m5a.2xlarge=48; m5a.large=27; m5a.xlarge=95; m5zn.2xlarge=83; m5zn.large=55; m5zn.xlarge=32; r5.2xlarge=47; r5.large=46; r5.xlarge=77; r5a.2xlarge=24; r5a.large=22; r5a.xlarge=25; z1d.2xlarge=0; z1d.large=54; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
methylseq,exponential,0.15,40,30,CUSTOMCLUSTERNOML,1606.129999999997,56, 0, 28, 0, 74, 0, 45, 0, 68, 51, 26, 25, 45, 25, 89, 89, 59, 28, 51, 46, 72, 21, 21, 22, 0, 59, 0,{c5.2xlarge=56; c5.xlarge=0; c5a.2xlarge=28; c5a.xlarge=0; d3.2xlarge=74; d3.xlarge=0; i3.2xlarge=45; i3.large=0; i3.xlarge=68; m5.2xlarge=51; m5.large=26; m5.xlarge=25; m5a.2xlarge=45; m5a.large=25; m5a.xlarge=89; m5zn.2xlarge=89; m5zn.large=59; m5zn.xlarge=28; r5.2xlarge=51; r5.large=46; r5.xlarge=72; r5a.2xlarge=21; r5a.large=21; r5a.xlarge=22; z1d.2xlarge=0; z1d.large=59; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
methylseq,exponential,0.15,40,30,TEXTDISTANCE,1606.0699999999965,56, 0, 25, 0, 77, 0, 47, 0, 63, 53, 27, 25, 52, 23, 89, 86, 56, 31, 48, 47, 76, 25, 21, 21, 0, 52, 0,{c5.2xlarge=56; c5.xlarge=0; c5a.2xlarge=25; c5a.xlarge=0; d3.2xlarge=77; d3.xlarge=0; i3.2xlarge=47; i3.large=0; i3.xlarge=63; m5.2xlarge=53; m5.large=27; m5.xlarge=25; m5a.2xlarge=52; m5a.large=23; m5a.xlarge=89; m5zn.2xlarge=86; m5zn.large=56; m5zn.xlarge=31; r5.2xlarge=48; r5.large=47; r5.xlarge=76; r5a.2xlarge=25; r5a.large=21; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=52; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
methylseq,exponential,0.15,40,30,CRITICALPATH,1607.2599999999966,61, 0, 26, 0, 76, 0, 49, 0, 71, 46, 26, 25, 44, 22, 86, 86, 59, 27, 49, 47, 77, 23, 21, 28, 0, 51, 0,{c5.2xlarge=61; c5.xlarge=0; c5a.2xlarge=26; c5a.xlarge=0; d3.2xlarge=76; d3.xlarge=0; i3.2xlarge=49; i3.large=0; i3.xlarge=71; m5.2xlarge=46; m5.large=26; m5.xlarge=25; m5a.2xlarge=44; m5a.large=22; m5a.xlarge=86; m5zn.2xlarge=86; m5zn.large=59; m5zn.xlarge=27; r5.2xlarge=49; r5.large=47; r5.xlarge=77; r5a.2xlarge=23; r5a.large=21; r5a.xlarge=28; z1d.2xlarge=0; z1d.large=51; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
methylseq,exponential,0.15,40,30,CRITICALPATHREVERSE,1607.1899999999969,58, 0, 28, 0, 78, 0, 42, 0, 65, 49, 28, 26, 44, 21, 95, 86, 58, 28, 49, 49, 76, 23, 20, 25, 0, 52, 0,{c5.2xlarge=58; c5.xlarge=0; c5a.2xlarge=28; c5a.xlarge=0; d3.2xlarge=78; d3.xlarge=0; i3.2xlarge=42; i3.large=0; i3.xlarge=65; m5.2xlarge=49; m5.large=28; m5.xlarge=26; m5a.2xlarge=44; m5a.large=21; m5a.xlarge=95; m5zn.2xlarge=86; m5zn.large=58; m5zn.xlarge=28; r5.2xlarge=49; r5.large=49; r5.xlarge=76; r5a.2xlarge=23; r5a.large=20; r5a.xlarge=25; z1d.2xlarge=0; z1d.large=52; z1d.xlarge=0},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=0}
