Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
methylseq,exponential,0.05,40,0,MINMIN,1600.0099999999977,0, 51, 84, 56, 77, 56, 27, 23, 0, 52, 24, 75, 43, 0, 44, 85, 0, 29, 0, 23, 46, 68, 68, 40, 0, 0, 29,{c5.2xlarge=0; c5.xlarge=51; c5a.2xlarge=84; c5a.xlarge=56; d3.2xlarge=77; d3.xlarge=56; i3.2xlarge=27; i3.large=23; i3.xlarge=0; m5.2xlarge=52; m5.large=24; m5.xlarge=75; m5a.2xlarge=43; m5a.large=0; m5a.xlarge=44; m5zn.2xlarge=85; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=23; r5.xlarge=46; r5a.2xlarge=68; r5a.large=68; r5a.xlarge=40; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=29},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
methylseq,exponential,0.05,40,41,RESHIMAX,1605.4499999999978,120, 53, 51, 28, 0, 72, 0, 22, 21, 54, 0, 27, 90, 71, 44, 28, 0, 0, 79, 21, 46, 48, 42, 0, 0, 53, 30,{c5.2xlarge=120; c5.xlarge=53; c5a.2xlarge=51; c5a.xlarge=28; d3.2xlarge=0; d3.xlarge=72; i3.2xlarge=0; i3.large=22; i3.xlarge=21; m5.2xlarge=54; m5.large=0; m5.xlarge=27; m5a.2xlarge=90; m5a.large=71; m5a.xlarge=44; m5zn.2xlarge=28; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=79; r5.large=21; r5.xlarge=46; r5a.2xlarge=48; r5a.large=42; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=53; z1d.xlarge=30},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
methylseq,exponential,0.05,40,41,RESHIFCFS,1604.7499999999975,109, 49, 51, 26, 0, 78, 0, 21, 23, 50, 0, 28, 90, 73, 45, 34, 0, 0, 78, 25, 50, 45, 45, 0, 0, 53, 27,{c5.2xlarge=109; c5.xlarge=49; c5a.2xlarge=51; c5a.xlarge=26; d3.2xlarge=0; d3.xlarge=78; i3.2xlarge=0; i3.large=21; i3.xlarge=23; m5.2xlarge=50; m5.large=0; m5.xlarge=28; m5a.2xlarge=90; m5a.large=73; m5a.xlarge=45; m5zn.2xlarge=34; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=78; r5.large=25; r5.xlarge=50; r5a.2xlarge=45; r5a.large=45; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=53; z1d.xlarge=27},{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=4; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=0; m5zn.xlarge=0; r5.2xlarge=3; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
methylseq,exponential,0.05,40,42,MINMIN,1597.279999999998,87, 25, 27, 27, 76, 0, 44, 67, 23, 27, 0, 54, 93, 22, 0, 86, 54, 0, 24, 45, 23, 0, 42, 22, 0, 50, 82,{c5.2xlarge=87; c5.xlarge=25; c5a.2xlarge=27; c5a.xlarge=27; d3.2xlarge=76; d3.xlarge=0; i3.2xlarge=44; i3.large=67; i3.xlarge=23; m5.2xlarge=27; m5.large=0; m5.xlarge=54; m5a.2xlarge=93; m5a.large=22; m5a.xlarge=0; m5zn.2xlarge=86; m5zn.large=54; m5zn.xlarge=0; r5.2xlarge=24; r5.large=45; r5.xlarge=23; r5a.2xlarge=0; r5a.large=42; r5a.xlarge=22; z1d.2xlarge=0; z1d.large=50; z1d.xlarge=82},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
methylseq,exponential,0.05,40,42,MAXMIN,1596.0899999999976,85, 25, 26, 28, 76, 0, 43, 66, 22, 27, 0, 51, 92, 24, 0, 87, 55, 0, 26, 45, 26, 0, 44, 23, 0, 51, 78,{c5.2xlarge=85; c5.xlarge=25; c5a.2xlarge=26; c5a.xlarge=28; d3.2xlarge=76; d3.xlarge=0; i3.2xlarge=43; i3.large=66; i3.xlarge=22; m5.2xlarge=27; m5.large=0; m5.xlarge=51; m5a.2xlarge=92; m5a.large=24; m5a.xlarge=0; m5zn.2xlarge=87; m5zn.large=55; m5zn.xlarge=0; r5.2xlarge=26; r5.large=45; r5.xlarge=26; r5a.2xlarge=0; r5a.large=44; r5a.xlarge=23; z1d.2xlarge=0; z1d.large=51; z1d.xlarge=78},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
methylseq,exponential,0.05,40,42,MCT,1595.649999999998,81, 25, 26, 27, 79, 0, 49, 67, 26, 22, 0, 51, 95, 24, 0, 85, 52, 0, 25, 47, 23, 0, 44, 24, 0, 48, 80,{c5.2xlarge=81; c5.xlarge=25; c5a.2xlarge=26; c5a.xlarge=27; d3.2xlarge=79; d3.xlarge=0; i3.2xlarge=49; i3.large=67; i3.xlarge=26; m5.2xlarge=22; m5.large=0; m5.xlarge=51; m5a.2xlarge=95; m5a.large=24; m5a.xlarge=0; m5zn.2xlarge=85; m5zn.large=52; m5zn.xlarge=0; r5.2xlarge=25; r5.large=47; r5.xlarge=23; r5a.2xlarge=0; r5a.large=44; r5a.xlarge=24; z1d.2xlarge=0; z1d.large=48; z1d.xlarge=80},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
methylseq,exponential,0.05,40,42,ROUNDROBIN,1595.499999999998,85, 25, 25, 26, 76, 0, 45, 66, 22, 26, 0, 56, 95, 23, 0, 94, 56, 0, 27, 43, 24, 0, 39, 20, 0, 47, 80,{c5.2xlarge=85; c5.xlarge=25; c5a.2xlarge=25; c5a.xlarge=26; d3.2xlarge=76; d3.xlarge=0; i3.2xlarge=45; i3.large=66; i3.xlarge=22; m5.2xlarge=26; m5.large=0; m5.xlarge=56; m5a.2xlarge=95; m5a.large=23; m5a.xlarge=0; m5zn.2xlarge=94; m5zn.large=56; m5zn.xlarge=0; r5.2xlarge=27; r5.large=43; r5.xlarge=24; r5a.2xlarge=0; r5a.large=39; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=47; z1d.xlarge=80},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
methylseq,exponential,0.05,40,42,STATIC,1619.969999999998,89, 25, 26, 29, 76, 0, 45, 61, 21, 24, 0, 48, 87, 22, 0, 93, 55, 0, 26, 48, 26, 0, 42, 20, 0, 54, 83,{c5.2xlarge=89; c5.xlarge=25; c5a.2xlarge=26; c5a.xlarge=29; d3.2xlarge=76; d3.xlarge=0; i3.2xlarge=45; i3.large=61; i3.xlarge=21; m5.2xlarge=24; m5.large=0; m5.xlarge=48; m5a.2xlarge=87; m5a.large=22; m5a.xlarge=0; m5zn.2xlarge=93; m5zn.large=55; m5zn.xlarge=0; r5.2xlarge=26; r5.large=48; r5.xlarge=26; r5a.2xlarge=0; r5a.large=42; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=54; z1d.xlarge=83},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
methylseq,exponential,0.05,40,42,NOML,1603.7599999999977,91, 25, 28, 27, 76, 0, 49, 66, 21, 25, 0, 55, 87, 24, 0, 77, 56, 0, 24, 47, 25, 0, 42, 28, 0, 48, 79,{c5.2xlarge=91; c5.xlarge=25; c5a.2xlarge=28; c5a.xlarge=27; d3.2xlarge=76; d3.xlarge=0; i3.2xlarge=49; i3.large=66; i3.xlarge=21; m5.2xlarge=25; m5.large=0; m5.xlarge=55; m5a.2xlarge=87; m5a.large=24; m5a.xlarge=0; m5zn.2xlarge=77; m5zn.large=56; m5zn.xlarge=0; r5.2xlarge=24; r5.large=47; r5.xlarge=25; r5a.2xlarge=0; r5a.large=42; r5a.xlarge=28; z1d.2xlarge=0; z1d.large=48; z1d.xlarge=79},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
methylseq,exponential,0.05,40,42,CUSTOMCLUSTERNOML,1596.2499999999975,81, 26, 26, 24, 76, 0, 45, 64, 23, 23, 0, 50, 96, 22, 0, 85, 55, 0, 25, 50, 25, 0, 42, 24, 0, 52, 86,{c5.2xlarge=81; c5.xlarge=26; c5a.2xlarge=26; c5a.xlarge=24; d3.2xlarge=76; d3.xlarge=0; i3.2xlarge=45; i3.large=64; i3.xlarge=23; m5.2xlarge=23; m5.large=0; m5.xlarge=50; m5a.2xlarge=96; m5a.large=22; m5a.xlarge=0; m5zn.2xlarge=85; m5zn.large=55; m5zn.xlarge=0; r5.2xlarge=25; r5.large=50; r5.xlarge=25; r5a.2xlarge=0; r5a.large=42; r5a.xlarge=24; z1d.2xlarge=0; z1d.large=52; z1d.xlarge=86},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
methylseq,exponential,0.05,40,42,TEXTDISTANCE,1595.1999999999978,86, 24, 24, 25, 79, 0, 43, 70, 21, 26, 0, 52, 96, 24, 0, 85, 53, 0, 25, 49, 23, 0, 45, 21, 0, 49, 80,{c5.2xlarge=86; c5.xlarge=24; c5a.2xlarge=24; c5a.xlarge=25; d3.2xlarge=79; d3.xlarge=0; i3.2xlarge=43; i3.large=70; i3.xlarge=21; m5.2xlarge=26; m5.large=0; m5.xlarge=52; m5a.2xlarge=96; m5a.large=24; m5a.xlarge=0; m5zn.2xlarge=85; m5zn.large=53; m5zn.xlarge=0; r5.2xlarge=25; r5.large=49; r5.xlarge=23; r5a.2xlarge=0; r5a.large=45; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=49; z1d.xlarge=80},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
methylseq,exponential,0.05,40,42,CRITICALPATH,1596.359999999998,85, 24, 24, 27, 78, 0, 46, 66, 21, 30, 0, 52, 86, 25, 0, 89, 54, 0, 28, 47, 24, 0, 42, 23, 0, 48, 81,{c5.2xlarge=85; c5.xlarge=24; c5a.2xlarge=24; c5a.xlarge=27; d3.2xlarge=78; d3.xlarge=0; i3.2xlarge=46; i3.large=66; i3.xlarge=21; m5.2xlarge=30; m5.large=0; m5.xlarge=52; m5a.2xlarge=86; m5a.large=25; m5a.xlarge=0; m5zn.2xlarge=89; m5zn.large=54; m5zn.xlarge=0; r5.2xlarge=28; r5.large=47; r5.xlarge=24; r5a.2xlarge=0; r5a.large=42; r5a.xlarge=23; z1d.2xlarge=0; z1d.large=48; z1d.xlarge=81},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
methylseq,exponential,0.05,40,42,CRITICALPATHREVERSE,1596.469999999998,85, 23, 26, 27, 74, 0, 44, 68, 23, 24, 0, 51, 93, 21, 0, 88, 52, 0, 26, 49, 27, 0, 46, 23, 0, 52, 78,{c5.2xlarge=85; c5.xlarge=23; c5a.2xlarge=26; c5a.xlarge=27; d3.2xlarge=74; d3.xlarge=0; i3.2xlarge=44; i3.large=68; i3.xlarge=23; m5.2xlarge=24; m5.large=0; m5.xlarge=51; m5a.2xlarge=93; m5a.large=21; m5a.xlarge=0; m5zn.2xlarge=88; m5zn.large=52; m5zn.xlarge=0; r5.2xlarge=26; r5.large=49; r5.xlarge=27; r5a.2xlarge=0; r5a.large=46; r5a.xlarge=23; z1d.2xlarge=0; z1d.large=52; z1d.xlarge=78},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
methylseq,exponential,0.05,40,42,RESHIV2,1596.359999999998,84, 24, 25, 26, 77, 0, 44, 71, 22, 26, 0, 55, 88, 21, 0, 88, 57, 0, 24, 45, 31, 0, 45, 21, 0, 49, 77,{c5.2xlarge=84; c5.xlarge=24; c5a.2xlarge=25; c5a.xlarge=26; d3.2xlarge=77; d3.xlarge=0; i3.2xlarge=44; i3.large=71; i3.xlarge=22; m5.2xlarge=26; m5.large=0; m5.xlarge=55; m5a.2xlarge=88; m5a.large=21; m5a.xlarge=0; m5zn.2xlarge=88; m5zn.large=57; m5zn.xlarge=0; r5.2xlarge=24; r5.large=45; r5.xlarge=31; r5a.2xlarge=0; r5a.large=45; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=49; z1d.xlarge=77},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
methylseq,exponential,0.05,40,42,RESHIV3,1599.1599999999978,83, 28, 26, 24, 74, 0, 44, 72, 23, 25, 0, 52, 92, 22, 0, 86, 53, 0, 24, 48, 28, 0, 44, 24, 0, 49, 79,{c5.2xlarge=83; c5.xlarge=28; c5a.2xlarge=26; c5a.xlarge=24; d3.2xlarge=74; d3.xlarge=0; i3.2xlarge=44; i3.large=72; i3.xlarge=23; m5.2xlarge=25; m5.large=0; m5.xlarge=52; m5a.2xlarge=92; m5a.large=22; m5a.xlarge=0; m5zn.2xlarge=86; m5zn.large=53; m5zn.xlarge=0; r5.2xlarge=24; r5.large=48; r5.xlarge=28; r5a.2xlarge=0; r5a.large=44; r5a.xlarge=24; z1d.2xlarge=0; z1d.large=49; z1d.xlarge=79},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
methylseq,exponential,0.05,40,42,RESHIMAX,1596.319999999998,82, 25, 26, 26, 76, 0, 43, 64, 26, 27, 0, 56, 83, 22, 0, 89, 55, 0, 26, 44, 28, 0, 47, 24, 0, 50, 81,{c5.2xlarge=82; c5.xlarge=25; c5a.2xlarge=26; c5a.xlarge=26; d3.2xlarge=76; d3.xlarge=0; i3.2xlarge=43; i3.large=64; i3.xlarge=26; m5.2xlarge=27; m5.large=0; m5.xlarge=56; m5a.2xlarge=83; m5a.large=22; m5a.xlarge=0; m5zn.2xlarge=89; m5zn.large=55; m5zn.xlarge=0; r5.2xlarge=26; r5.large=44; r5.xlarge=28; r5a.2xlarge=0; r5a.large=47; r5a.xlarge=24; z1d.2xlarge=0; z1d.large=50; z1d.xlarge=81},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
methylseq,exponential,0.05,40,42,RESHIFCFS,1596.7499999999977,81, 26, 24, 25, 78, 0, 47, 60, 22, 25, 0, 53, 94, 23, 0, 87, 60, 0, 25, 46, 25, 0, 49, 22, 0, 51, 77,{c5.2xlarge=81; c5.xlarge=26; c5a.2xlarge=24; c5a.xlarge=25; d3.2xlarge=78; d3.xlarge=0; i3.2xlarge=47; i3.large=60; i3.xlarge=22; m5.2xlarge=25; m5.large=0; m5.xlarge=53; m5a.2xlarge=94; m5a.large=23; m5a.xlarge=0; m5zn.2xlarge=87; m5zn.large=60; m5zn.xlarge=0; r5.2xlarge=25; r5.large=46; r5.xlarge=25; r5a.2xlarge=0; r5a.large=49; r5a.xlarge=22; z1d.2xlarge=0; z1d.large=51; z1d.xlarge=77},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=4; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
methylseq,exponential,0.05,40,43,MINMIN,1594.289999999997,79, 24, 50, 132, 50, 67, 0, 23, 76, 79, 23, 0, 50, 0, 20, 0, 0, 112, 52, 22, 0, 24, 0, 62, 0, 26, 29,{c5.2xlarge=79; c5.xlarge=24; c5a.2xlarge=50; c5a.xlarge=132; d3.2xlarge=50; d3.xlarge=67; i3.2xlarge=0; i3.large=23; i3.xlarge=76; m5.2xlarge=79; m5.large=23; m5.xlarge=0; m5a.2xlarge=50; m5a.large=0; m5a.xlarge=20; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=112; r5.2xlarge=52; r5.large=22; r5.xlarge=0; r5a.2xlarge=24; r5a.large=0; r5a.xlarge=62; z1d.2xlarge=0; z1d.large=26; z1d.xlarge=29},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
methylseq,exponential,0.05,40,43,MAXMIN,1592.879999999997,85, 23, 58, 127, 50, 71, 0, 23, 67, 82, 25, 0, 43, 0, 20, 0, 0, 116, 49, 22, 0, 20, 0, 65, 0, 25, 29,{c5.2xlarge=85; c5.xlarge=23; c5a.2xlarge=58; c5a.xlarge=127; d3.2xlarge=50; d3.xlarge=71; i3.2xlarge=0; i3.large=23; i3.xlarge=67; m5.2xlarge=82; m5.large=25; m5.xlarge=0; m5a.2xlarge=43; m5a.large=0; m5a.xlarge=20; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=116; r5.2xlarge=49; r5.large=22; r5.xlarge=0; r5a.2xlarge=20; r5a.large=0; r5a.xlarge=65; z1d.2xlarge=0; z1d.large=25; z1d.xlarge=29},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
methylseq,exponential,0.05,40,43,MCT,1591.4899999999968,86, 26, 49, 132, 52, 69, 0, 24, 69, 77, 24, 0, 51, 0, 23, 0, 0, 107, 48, 25, 0, 22, 0, 65, 0, 24, 27,{c5.2xlarge=86; c5.xlarge=26; c5a.2xlarge=49; c5a.xlarge=132; d3.2xlarge=52; d3.xlarge=69; i3.2xlarge=0; i3.large=24; i3.xlarge=69; m5.2xlarge=77; m5.large=24; m5.xlarge=0; m5a.2xlarge=51; m5a.large=0; m5a.xlarge=23; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=107; r5.2xlarge=48; r5.large=25; r5.xlarge=0; r5a.2xlarge=22; r5a.large=0; r5a.xlarge=65; z1d.2xlarge=0; z1d.large=24; z1d.xlarge=27},{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=2; r5.large=1; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=1}
